id,customer_number,name,chain_name,segment,country,city,postal_code,street,vat_number,email_domain,phone,credit_limit,payment_terms_days,customer_discount_pct,account_manager_id,created_at,active
1095,C-11095,Trondheim Rental AS,,RENTAL_OUTFITTER,NO,Trondheim,7010,Havnegata 65,NO561071038MVA,trondheim.rental.example,+47 975 18 355,60000.00,30,0.0,10,2023-09-09,true
1096,C-11096,Laine Sport Oy,,INDEPENDENT,FI,Lahti,15100,Mannerheimintie 20,FI99080973,laine.sport.example,+358 40 071 3474,10000.00,45,10.0,9,2026-06-20,true
1097,C-11097,Basecampshop AS,,ONLINE,NO,Bodø,8006,Kirkegata 82,NO172369933MVA,basecampshop.example,+47 900 25 702,40000.00,30,0.0,8,2021-06-12,true
1098,C-11098,Nietos Sport & Fritid AS,,INDEPENDENT,NO,Oslo,0150,Industriveien 101,NO518487580MVA,nietos.sport.fritid.example,+47 986 61 600,15000.00,60,2.0,9,2025-07-13,true
1099,C-11099,Forest Sport & Fritid Oy,,INDEPENDENT,FI,Espoo,02100,Asemakatu 17,FI94652846,forest.sport.fritid.example,+358 40 864 2524,100000.00,30,0.0,9,2026-02-28,true
1100,C-11100,Vinter Camping ApS,,INDEPENDENT,DK,Aalborg,9000,Vestergade 85,DK22433534,vinter.camping.example,+45 46 48 65 84,25000.00,30,10.0,9,2019-05-02,true
1101,C-11101,Oulu Expeditions Oy,,RENTAL_OUTFITTER,FI,Oulu,90100,Keskuskatu 70,FI09065540,oulu.expeditions.example,+358 40 247 1590,40000.00,14,3.0,8,2024-09-02,true
1102,C-11102,Drammen Friluft AS,,INDEPENDENT,NO,Drammen,3015,Kirkegata 31,NO926461630MVA,drammen.friluft.example,+47 982 64 563,100000.00,14,10.0,9,2017-06-27,true
1103,C-11103,Kalotti Adventure Oy,,INDEPENDENT,FI,Helsinki,00100,Rantatie 92,FI07708646,kalotti.adventure.example,+358 40 618 1344,10000.00,60,2.0,10,2016-09-01,true
1104,C-11104,Turku Adventure Oy,,INDEPENDENT,FI,Turku,20100,Asemakatu 32,FI29764440,turku.adventure.example,+358 40 754 9779,100000.00,45,5.0,10,2017-08-23,true
1105,C-11105,Flensburg Turutstyr GmbH,,DEPARTMENT_STORE,DE,Flensburg,24937,Am Markt 30,DE515194016,flensburg.turutstyr.example,+49 40 0172018,25000.00,45,5.0,10,2016-11-13,true
1106,C-11106,Arctic24 Oy,,ONLINE,FI,Oulu,90100,Mannerheimintie 51,FI20230086,arctic24.example,+358 40 316 2139,10000.00,30,12.0,8,2020-09-30,false
1107,C-11107,Nordlys Adventure AB,,INDEPENDENT,SE,Falun,791 71,Norra Esplanaden 115,SE497347925201,nordlys.adventure.example,+46 70 925 89 62,60000.00,30,10.0,9,2017-01-05,true
1108,C-11108,Aurora24 Oy,,ONLINE,FI,Vaasa,65100,Yliopistonkatu 69,FI81492512,aurora24.example,+358 40 558 3728,15000.00,30,12.0,8,2026-06-28,true
1109,C-11109,Johansson Friluft AB,,INDEPENDENT,SE,Åre,837 52,Järnvägsgatan 85,SE584148662701,johansson.friluft.example,+46 70 354 83 89,15000.00,14,12.0,8,2017-06-12,true
1110,C-11110,Fjällshop AS,,ONLINE,NO,Lillehammer,2609,Industriveien 24,NO863701982MVA,fjallshop.example,+47 934 64 622,15000.00,60,12.0,8,2023-09-18,true
1111,C-11111,Espoo Adventure Oy,,INDEPENDENT,FI,Espoo,02100,Teollisuustie 44,FI70566726,espoo.adventure.example,+358 40 476 8600,15000.00,45,0.0,10,2017-12-24,true
1112,C-11112,Örebro Outdoor AB,,INDEPENDENT,SE,Örebro,702 11,Hamngatan 108,SE144549568301,orebro.outdoor.example,+46 70 446 69 77,10000.00,30,12.0,8,2017-11-23,true
1113,C-11113,Eriksson Urheilu AB,,INDEPENDENT,SE,Örebro,702 11,Fjällvägen 28,SE498258210601,eriksson.urheilu.example,+46 70 684 13 82,5000.00,30,3.0,10,2020-01-04,true
1114,C-11114,Metsä Fritid Oy,,DEPARTMENT_STORE,FI,Joensuu,80100,Puistokatu 82,FI33788154,metsa.fritid.example,+358 40 179 5609,60000.00,30,5.0,8,2017-08-14,true
1115,C-11115,Vuomagear AB,,ONLINE,SE,Kiruna,981 31,Drottninggatan 26,SE555598834901,vuomagear.example,+46 70 784 86 31,60000.00,30,7.5,9,2017-08-08,true
1116,C-11116,Turku Retki Oy,,INDEPENDENT,FI,Turku,20100,Teollisuustie 73,FI94016679,turku.retki.example,+358 40 817 0326,10000.00,45,5.0,9,2025-01-29,true
1117,C-11117,Roskilde Guides ApS,,RENTAL_OUTFITTER,DK,Roskilde,4000,Nørregade 77,DK56162167,roskilde.guides.example,+45 64 32 28 05,25000.00,60,12.0,10,2016-08-19,true
1118,C-11118,Tampere Outdoor Oy,,INDEPENDENT,FI,Tampere,33100,Yliopistonkatu 72,FI02787909,tampere.outdoor.example,+358 40 914 0736,40000.00,45,5.0,8,2016-10-04,true
1119,C-11119,Kero Camping AS,,INDEPENDENT,NO,Bodø,8006,Fjellveien 38,NO934702244MVA,kero.camping.example,+47 974 38 377,15000.00,30,10.0,8,2024-11-14,true
1120,C-11120,Lillehammer Friluft AS,,INDEPENDENT,NO,Lillehammer,2609,Kirkegata 73,NO992225938MVA,lillehammer.friluft.example,+47 986 63 066,5000.00,30,10.0,10,2021-10-20,true
1121,C-11121,Aurorastore ApS,,ONLINE,DK,Aalborg,9000,Hovedgaden 58,DK27532400,aurorastore.example,+45 84 94 20 54,15000.00,30,0.0,9,2024-12-02,true
1122,C-11122,Selkä Outfitters AB,,INDEPENDENT,SE,Linköping,582 22,Drottninggatan 21,SE778733569501,selka.outfitters.example,+46 70 597 57 31,5000.00,30,5.0,10,2018-03-26,false
1123,C-11123,Lindberg Sport AB,,INDEPENDENT,SE,Sundsvall,852 30,Kungsgatan 45,SE393686464601,lindberg.sport.example,+46 70 325 65 09,40000.00,30,5.0,8,2022-10-11,true
1124,C-11124,Metsä24 AS,,ONLINE,NO,Tromsø,9008,Fjellveien 86,NO388967336MVA,metsa24.example,+47 931 59 175,5000.00,30,0.0,10,2016-05-10,true
1125,C-11125,Joensuu Outdoor Oy,,INDEPENDENT,FI,Joensuu,80100,Puistokatu 23,FI59099797,joensuu.outdoor.example,+358 40 309 3842,100000.00,30,7.5,9,2022-05-28,true
1126,C-11126,Forest Sport & Fritid AS,,INDEPENDENT,NO,Alta,9510,Fjellveien 2,NO318885182MVA,forest.sport.fritid.example,+47 998 80 114,25000.00,30,2.0,9,2023-10-04,true
1127,C-11127,Helsinki Expeditions Oy,,RENTAL_OUTFITTER,FI,Helsinki,00100,Hämeenkatu 110,FI67693106,helsinki.expeditions.example,+358 40 133 8048,100000.00,14,5.0,8,2025-07-09,true
1128,C-11128,Linköping Sport & Fritid AB,,INDEPENDENT,SE,Linköping,582 22,Hamngatan 37,SE628010222301,linkoping.sport.fritid.example,+46 70 677 45 17,10000.00,30,5.0,8,2018-11-16,true
1129,C-11129,Erä Outdoor GmbH,,INDEPENDENT,DE,Flensburg,24937,Am Markt 77,DE032932511,era.outdoor.example,+49 40 5589419,40000.00,30,2.0,9,2021-03-24,true
1130,C-11130,Hiker's Fritid AB,,INDEPENDENT,SE,Falun,791 71,Kungsgatan 14,SE258614644301,hikers.fritid.example,+46 70 237 87 10,25000.00,30,0.0,8,2024-08-15,true
1131,C-11131,Nietos Turutstyr AB,,INDEPENDENT,SE,Göteborg,411 04,Norra Esplanaden 86,SE758233773701,nietos.turutstyr.example,+46 70 066 03 69,10000.00,30,5.0,8,2016-10-15,true
1132,C-11132,Malmö Sports AB,,INDEPENDENT,SE,Malmö,211 20,Norra Esplanaden 70,SE745028998201,malmo.sports.example,+46 70 417 28 48,40000.00,30,5.0,9,2024-12-15,true
1133,C-11133,Metsä Outfitters AS,,INDEPENDENT,NO,Stavanger,4006,Skoleveien 32,NO579677882MVA,metsa.outfitters.example,+47 918 33 044,60000.00,30,0.0,10,2016-01-22,true
1134,C-11134,Åre Expeditions AB,,RENTAL_OUTFITTER,SE,Åre,837 52,Norra Esplanaden 32,SE949094628301,are.expeditions.example,+46 70 098 58 83,5000.00,30,7.5,8,2022-07-10,true
1135,C-11135,Kalotti Friluft Oy,,INDEPENDENT,FI,Vaasa,65100,Kauppakatu 54,FI71238220,kalotti.friluft.example,+358 40 096 2825,5000.00,30,10.0,8,2020-08-28,true
1136,C-11136,Ruska24 AS,,ONLINE,NO,Trondheim,7010,Industriveien 41,NO160711864MVA,ruska24.example,+47 955 22 522,40000.00,30,0.0,10,2017-01-26,true
1137,C-11137,Compass Turutstyr AS,,INDEPENDENT,NO,Trondheim,7010,Torggata 116,NO419551919MVA,compass.turutstyr.example,+47 948 47 246,15000.00,14,5.0,9,2020-01-19,true
1138,C-11138,Kerogear ApS,,ONLINE,DK,Copenhagen,1050,Skolevej 76,DK75000637,kerogear.example,+45 86 87 49 03,60000.00,30,2.0,8,2018-03-02,true
1139,C-11139,Suvanto24 Oy,,ONLINE,FI,Jyväskylä,40100,Teollisuustie 35,FI10397975,suvanto24.example,+358 40 193 7744,40000.00,30,3.0,9,2020-01-11,true
1140,C-11140,Rantanen Outdoor Oy,,INDEPENDENT,FI,Joensuu,80100,Mannerheimintie 39,FI15186976,rantanen.outdoor.example,+358 40 901 4024,25000.00,30,12.0,10,2020-01-13,true
1141,C-11141,Oslo Urheilu AS,,INDEPENDENT,NO,Oslo,0150,Kirkegata 17,NO562957216MVA,oslo.urheilu.example,+47 991 12 568,10000.00,30,2.0,9,2022-07-23,true
1142,C-11142,Hiker's Adventure AB,,DEPARTMENT_STORE,SE,Örebro,702 11,Kungsgatan 120,SE746798693301,hikers.adventure.example,+46 70 273 11 86,25000.00,30,5.0,10,2015-12-23,true
1143,C-11143,Loiste24 AB,,ONLINE,SE,Stockholm,111 20,Fjällvägen 54,SE594529111501,loiste24.example,+46 70 164 01 51,15000.00,45,5.0,9,2015-05-14,true
1144,C-11144,Mägi Sport OÜ,,DEPARTMENT_STORE,EE,Tallinn,10111,Pärnu mnt 52,EE133964448,magi.sport.example,+372 5109 5289,15000.00,45,10.0,8,2015-06-09,false
1145,C-11145,Tampere Sports Oy,,INDEPENDENT,FI,Tampere,33100,Hämeenkatu 37,FI71242112,tampere.sports.example,+358 40 698 2062,25000.00,30,5.0,8,2023-04-22,true
1146,C-11146,Rakkashop AB,,ONLINE,SE,Luleå,972 31,Norra Esplanaden 51,SE068135704001,rakkashop.example,+46 70 775 54 32,100000.00,30,3.0,10,2015-12-12,true
1147,C-11147,Suvanto Sport & Fritid Oy,,INDEPENDENT,FI,Lahti,15100,Keskuskatu 120,FI88408005,suvanto.sport.fritid.example,+358 40 437 3117,10000.00,30,7.5,8,2018-06-15,true
1148,C-11148,Summitstore GmbH,,ONLINE,DE,Flensburg,24937,Hafenstraße 100,DE239070568,summitstore.example,+49 40 4774893,10000.00,60,5.0,9,2015-09-08,true
1149,C-11149,Ruska Adventure Oy,,INDEPENDENT,FI,Vaasa,65100,Mannerheimintie 51,FI10875920,ruska.adventure.example,+358 40 809 1009,15000.00,30,0.0,9,2023-06-15,true
1150,C-11150,Hämeenlinna Sports Oy,,INDEPENDENT,FI,Hämeenlinna,13100,Teollisuustie 27,FI99249873,hameenlinna.sports.example,+358 40 541 1094,5000.00,30,5.0,8,2016-11-05,true
1151,C-11151,Vaasa Friluft Oy,,INDEPENDENT,FI,Vaasa,65100,Rantatie 30,FI29635299,vaasa.friluft.example,+358 40 691 9648,60000.00,30,7.5,9,2016-03-15,true
1152,C-11152,Metsägear OÜ,,ONLINE,EE,Pärnu,80010,Kooli tn 3,EE353606735,metsagear.example,+372 5588 2852,5000.00,30,12.0,8,2021-04-23,true
1153,C-11153,Kayak Fritid AS,,DEPARTMENT_STORE,NO,Kristiansand,4610,Torggata 56,NO122765019MVA,kayak.fritid.example,+47 916 19 109,60000.00,45,3.0,8,2019-10-22,true
1154,C-11154,Kiel Retki GmbH,,INDEPENDENT,DE,Kiel,24103,Am Markt 58,DE904284705,kiel.retki.example,+49 40 9065161,5000.00,30,2.0,8,2026-08-11,true
1155,C-11155,Nordlys Camping AS,,INDEPENDENT,NO,Alta,9510,Torggata 120,NO037669889MVA,nordlys.camping.example,+47 997 76 680,40000.00,30,3.0,10,2016-10-18,true
1156,C-11156,Summit Friluft AS,,INDEPENDENT,NO,Alta,9510,Fjellveien 23,NO511198790MVA,summit.friluft.example,+47 901 97 995,10000.00,30,5.0,10,2019-04-05,true
1157,C-11157,Tampere Outdoor School,,CLUB_OR_SCHOOL,FI,Tampere,33100,Kauppakatu 92,FI82660103,tampere.outdoor.school.example,+358 40 645 8632,40000.00,30,10.0,8,2020-01-31,true
1158,C-11158,Loiste Fritid OÜ,,INDEPENDENT,EE,Pärnu,80010,Narva mnt 4,EE293783315,loiste.fritid.example,+372 5638 5702,40000.00,30,12.0,9,2019-07-28,true
1159,C-11159,Bergen Retki AS,,INDEPENDENT,NO,Bergen,5003,Storgata 77,NO101508875MVA,bergen.retki.example,+47 918 65 919,100000.00,60,12.0,10,2026-08-14,true
1160,C-11160,Forestgear OÜ,,ONLINE,EE,Pärnu,80010,Pärnu mnt 14,EE858283799,forestgear.example,+372 5119 2748,60000.00,30,10.0,8,2026-07-22,true
1161,C-11161,Fjord Retki AB,,INDEPENDENT,SE,Sundsvall,852 30,Hamngatan 23,SE796851696401,fjord.retki.example,+46 70 263 03 36,15000.00,30,7.5,10,2017-09-23,true
1162,C-11162,Basecamp Urheilu Oy,,INDEPENDENT,FI,Kuopio,70100,Kauppakatu 89,FI91135227,basecamp.urheilu.example,+358 40 268 7362,40000.00,14,0.0,10,2025-07-02,true
1163,C-11163,Kristiansen Sport AS,,INDEPENDENT,NO,Bodø,8006,Skoleveien 35,NO762528943MVA,kristiansen.sport.example,+47 950 40 025,10000.00,60,0.0,9,2021-01-22,true
1164,C-11164,Kolding Urheilu ApS,,INDEPENDENT,DK,Kolding,6000,Industrivej 63,DK13042280,kolding.urheilu.example,+45 82 58 90 05,15000.00,45,2.0,10,2020-05-14,true
1165,C-11165,Alta Sport & Fritid AS,,INDEPENDENT,NO,Alta,9510,Fjellveien 26,NO858399378MVA,alta.sport.fritid.example,+47 901 21 192,100000.00,45,5.0,8,2023-07-19,true
1166,C-11166,Compass Camping AS,,INDEPENDENT,NO,Hamar,2317,Havnegata 114,NO460156180MVA,compass.camping.example,+47 910 42 327,60000.00,45,0.0,10,2015-08-17,true
1167,C-11167,Roskilde Hiking Association,,CLUB_OR_SCHOOL,DK,Roskilde,4000,Østergade 68,DK60705287,roskilde.hiking.association.example,+45 03 81 89 31,60000.00,30,0.0,8,2026-04-07,true
1168,C-11168,Vuoma Turutstyr AB,,INDEPENDENT,SE,Malmö,211 20,Fjällvägen 66,SE660303378901,vuoma.turutstyr.example,+46 70 383 41 44,100000.00,30,0.0,9,2022-07-26,false
1169,C-11169,Lake Outfitters Oy,,DEPARTMENT_STORE,FI,Hämeenlinna,13100,Mannerheimintie 110,FI61979939,lake.outfitters.example,+358 40 372 8950,10000.00,45,2.0,9,2020-11-25,true
1170,C-11170,Rasmussen Friluft ApS,,INDEPENDENT,DK,Copenhagen,1050,Nørregade 36,DK11140642,rasmussen.friluft.example,+45 60 55 72 52,60000.00,45,0.0,10,2024-11-21,true
1171,C-11171,Laine Outdoor Oy,,INDEPENDENT,FI,Oulu,90100,Teollisuustie 67,FI42191525,laine.outdoor.example,+358 40 612 8686,5000.00,30,3.0,9,2016-06-07,false
1172,C-11172,Umeå Trekking AB,,INDEPENDENT,SE,Umeå,903 26,Storgatan 59,SE776489629801,umea.trekking.example,+46 70 098 70 62,40000.00,30,0.0,9,2023-05-25,true
1173,C-11173,Trondheim Sport AS,,INDEPENDENT,NO,Trondheim,7010,Industriveien 51,NO375310568MVA,trondheim.sport.example,+47 989 48 219,15000.00,30,5.0,9,2015-09-05,true
1174,C-11174,Viddestore AB,,ONLINE,SE,Kiruna,981 31,Drottninggatan 28,SE332376900201,viddestore.example,+46 70 493 98 12,60000.00,45,5.0,9,2015-11-24,true
1175,C-11175,Kaamos Outfitters ApS,,INDEPENDENT,DK,Aalborg,9000,Industrivej 71,DK19874541,kaamos.outfitters.example,+45 76 82 69 21,5000.00,45,0.0,9,2025-04-28,true
1176,C-11176,Alta Guides AS,,RENTAL_OUTFITTER,NO,Alta,9510,Storgata 112,NO622199727MVA,alta.guides.example,+47 928 02 729,10000.00,30,0.0,10,2021-09-29,true
1177,C-11177,Karlstad Rental AB,,RENTAL_OUTFITTER,SE,Karlstad,652 24,Drottninggatan 34,SE715158875401,karlstad.rental.example,+46 70 896 34 12,15000.00,60,0.0,10,2023-06-10,true
1178,C-11178,Kuusamo Sport Oy,,INDEPENDENT,FI,Kuusamo,93600,Mannerheimintie 48,FI16287564,kuusamo.sport.example,+358 40 660 8927,100000.00,14,12.0,9,2023-10-02,true
1179,C-11179,Vintergear Oy,,ONLINE,FI,Seinäjoki,60100,Teollisuustie 97,FI42613270,vintergear.example,+358 40 255 1445,25000.00,30,0.0,8,2026-08-22,true
1180,C-11180,Rakkastore AS,,ONLINE,NO,Alta,9510,Storgata 22,NO650606840MVA,rakkastore.example,+47 998 00 839,5000.00,45,3.0,8,2015-02-13,true
1181,C-11181,Tromsø Retki AS,,INDEPENDENT,NO,Tromsø,9008,Torggata 29,NO269691609MVA,tromso.retki.example,+47 947 47 780,25000.00,60,0.0,8,2026-07-28,true
1182,C-11182,Kuusamo Outfitters Oy,,INDEPENDENT,FI,Kuusamo,93600,Yliopistonkatu 13,FI67999492,kuusamo.outfitters.example,+358 40 914 1018,40000.00,60,10.0,8,2020-11-16,true
1183,C-11183,Becker Urheilu GmbH,,INDEPENDENT,DE,Flensburg,24937,Am Markt 9,DE193150043,becker.urheilu.example,+49 40 8577143,25000.00,60,0.0,8,2017-11-07,true
1184,C-11184,Rantanen Friluft Oy,,INDEPENDENT,FI,Seinäjoki,60100,Asemakatu 84,FI93798539,rantanen.friluft.example,+358 40 142 0711,60000.00,30,12.0,10,2024-06-19,true
1185,C-11185,Kaamosgear Oy,,ONLINE,FI,Kokkola,67100,Puistokatu 7,FI23234115,kaamosgear.example,+358 40 407 3566,15000.00,30,0.0,9,2023-01-15,true
1186,C-11186,Aalborg Trekking ApS,,DEPARTMENT_STORE,DK,Aalborg,9000,Østergade 17,DK74475850,aalborg.trekking.example,+45 41 72 80 29,10000.00,30,10.0,8,2024-06-12,true
1187,C-11187,Skog Adventure AB,,INDEPENDENT,SE,Uppsala,753 10,Järnvägsgatan 8,SE192742607801,skog.adventure.example,+46 70 698 75 75,60000.00,14,2.0,8,2024-11-19,true
1188,C-11188,Ålesund Outfitters AS,,INDEPENDENT,NO,Ålesund,6002,Havnegata 23,NO022382114MVA,alesund.outfitters.example,+47 949 24 916,40000.00,30,5.0,9,2024-06-23,false
1189,C-11189,Svensson Urheilu AB,,INDEPENDENT,SE,Luleå,972 31,Kungsgatan 92,SE448621419501,svensson.urheilu.example,+46 70 880 00 17,5000.00,30,7.5,10,2020-05-11,true
1190,C-11190,Oulu Outdoor Oy,,INDEPENDENT,FI,Oulu,90100,Mannerheimintie 11,FI29169367,oulu.outdoor.example,+358 40 676 6702,5000.00,30,7.5,10,2015-12-29,true
1191,C-11191,Compass Friluft AS,,INDEPENDENT,NO,Ålesund,6002,Havnegata 102,NO971335468MVA,compass.friluft.example,+47 983 83 837,10000.00,30,7.5,10,2022-12-15,true
1192,C-11192,Trail Camping Oy,,INDEPENDENT,FI,Seinäjoki,60100,Asemakatu 111,FI59974432,trail.camping.example,+358 40 323 8768,10000.00,30,3.0,10,2025-03-02,true
1193,C-11193,Basecamp Adventure Oy,,DEPARTMENT_STORE,FI,Lahti,15100,Torikatu 58,FI07486868,basecamp.adventure.example,+358 40 694 7199,40000.00,45,7.5,8,2023-11-11,true
1194,C-11194,Pärnu Guides OÜ,,RENTAL_OUTFITTER,EE,Pärnu,80010,Kooli tn 91,EE745877043,parnu.guides.example,+372 5179 8112,60000.00,45,5.0,10,2020-05-03,true
1195,C-11195,Vidde Camping AB,,INDEPENDENT,SE,Luleå,972 31,Norra Esplanaden 95,SE541418439701,vidde.camping.example,+46 70 898 46 08,15000.00,14,12.0,10,2017-06-04,true
1196,C-11196,Tartu Alpine Club,,CLUB_OR_SCHOOL,EE,Tartu,51003,Narva mnt 14,EE583281222,tartu.alpine.club.example,+372 5249 0978,60000.00,30,5.0,8,2026-05-13,false
1197,C-11197,Uppsala Rental AB,,RENTAL_OUTFITTER,SE,Uppsala,753 10,Fjällvägen 6,SE163812875301,uppsala.rental.example,+46 70 280 27 63,100000.00,60,0.0,10,2019-03-20,true
1198,C-11198,Karlstad Adventures AB,,RENTAL_OUTFITTER,SE,Karlstad,652 24,Storgatan 23,SE613180512301,karlstad.adventures.example,+46 70 384 69 13,25000.00,30,5.0,10,2016-09-07,true
1199,C-11199,Vinter Sport AS,,DEPARTMENT_STORE,NO,Drammen,3015,Kirkegata 93,NO922809055MVA,vinter.sport.example,+47 982 11 036,40000.00,60,5.0,9,2019-03-27,true
1200,C-11200,Fjord Outfitters Oy,,INDEPENDENT,FI,Turku,20100,Kauppakatu 19,FI97889453,fjord.outfitters.example,+358 40 460 2606,100000.00,14,0.0,10,2016-04-12,true
1201,C-11201,Lehtonen Outdoor Oy,,DEPARTMENT_STORE,FI,Lahti,15100,Hämeenkatu 82,FI44595185,lehtonen.outdoor.example,+358 40 531 5513,60000.00,14,2.0,10,2023-07-08,true
1202,C-11202,Summitgear AS,,ONLINE,NO,Alta,9510,Kirkegata 41,NO086844076MVA,summitgear.example,+47 924 48 363,15000.00,60,2.0,9,2016-10-02,true
1203,C-11203,Selkä Retki AB,,DEPARTMENT_STORE,SE,Falun,791 71,Industrivägen 62,SE959394470601,selka.retki.example,+46 70 576 49 60,40000.00,14,5.0,10,2025-10-16,true
1204,C-11204,Kjær Friluft ApS,,INDEPENDENT,DK,Aalborg,9000,Østergade 86,DK62655945,kjaer.friluft.example,+45 94 23 25 68,60000.00,14,5.0,9,2015-09-01,true
1205,C-11205,Skoggear Oy,,ONLINE,FI,Tampere,33100,Keskuskatu 116,FI86455885,skoggear.example,+358 40 058 2229,60000.00,60,5.0,9,2025-12-19,true
1206,C-11206,Kalotti Adventure ApS,,INDEPENDENT,DK,Esbjerg,6700,Nørregade 119,DK89564406,kalotti.adventure.example,+45 50 86 85 86,10000.00,45,0.0,8,2024-12-25,true
1207,C-11207,Pedersen Outdoor AS,,INDEPENDENT,NO,Kristiansand,4610,Strandveien 9,NO735104187MVA,pedersen.outdoor.example,+47 937 80 503,60000.00,14,0.0,9,2016-12-23,true
1208,C-11208,Larsson Sport AB,,INDEPENDENT,SE,Kiruna,981 31,Storgatan 120,SE902546792701,larsson.sport.example,+46 70 115 90 80,100000.00,30,0.0,8,2026-01-01,true
1209,C-11209,Kristiansand Outdoor School,,CLUB_OR_SCHOOL,NO,Kristiansand,4610,Strandveien 59,NO656769780MVA,kristiansand.outdoor.school.example,+47 979 69 535,60000.00,30,3.0,10,2017-09-16,true
1210,C-11210,Loisteshop GmbH,,ONLINE,DE,Flensburg,24937,Am Markt 88,DE727684285,loisteshop.example,+49 40 9524129,25000.00,14,5.0,10,2020-11-01,true
1211,C-11211,Andersen Urheilu AS,,INDEPENDENT,NO,Ålesund,6002,Fjellveien 72,NO632563777MVA,andersen.urheilu.example,+47 946 42 605,100000.00,30,0.0,9,2016-11-15,false
1212,C-11212,Lehto Friluft Oy,,INDEPENDENT,FI,Lahti,15100,Keskuskatu 27,FI52426428,lehto.friluft.example,+358 40 789 9844,25000.00,30,0.0,8,2026-07-19,true
1213,C-11213,Erä Friluft Oy,,INDEPENDENT,FI,Joensuu,80100,Torikatu 109,FI52588697,era.friluft.example,+358 40 714 2267,40000.00,30,2.0,10,2016-12-16,true
1214,C-11214,Hämäläinen Sport Oy,,INDEPENDENT,FI,Turku,20100,Torikatu 27,FI76880042,hamalainen.sport.example,+358 40 588 4012,40000.00,60,7.5,9,2022-01-17,true
1215,C-11215,Hiker's Outdoor Oy,,INDEPENDENT,FI,Kuusamo,93600,Asemakatu 17,FI33672061,hikers.outdoor.example,+358 40 946 5244,5000.00,30,5.0,10,2024-10-06,false
1216,C-11216,Polar Turutstyr AS,,INDEPENDENT,NO,Hamar,2317,Torggata 8,NO497628623MVA,polar.turutstyr.example,+47 963 81 204,60000.00,30,3.0,10,2022-08-26,true
1217,C-11217,Skog24 GmbH,,ONLINE,DE,Berlin,10115,Am Markt 49,DE257025358,skog24.example,+49 40 0086918,100000.00,30,0.0,9,2020-02-08,true
1218,C-11218,Kaira24 AB,,ONLINE,SE,Åre,837 52,Industrivägen 18,SE729108008501,kaira24.example,+46 70 086 20 19,10000.00,45,0.0,8,2018-07-30,true
1219,C-11219,Umeå Scouts,,CLUB_OR_SCHOOL,SE,Umeå,903 26,Hamngatan 81,SE324260958501,umea.scouts.example,+46 70 973 60 59,25000.00,30,12.0,10,2024-12-07,true
1220,C-11220,Kiruna Outfitters AB,,INDEPENDENT,SE,Kiruna,981 31,Skolgatan 62,SE636742627901,kiruna.outfitters.example,+46 70 030 35 40,25000.00,45,3.0,9,2017-01-10,true
1221,C-11221,Vaasa Sport & Fritid Oy,,INDEPENDENT,FI,Vaasa,65100,Rantatie 114,FI45023363,vaasa.sport.fritid.example,+358 40 901 8263,10000.00,45,2.0,8,2026-07-23,true
1222,C-11222,Arcticstore OÜ,,ONLINE,EE,Tartu,51003,Tartu mnt 90,EE639676235,arcticstore.example,+372 5331 4043,40000.00,30,5.0,8,2026-04-04,true
1223,C-11223,Aapa Camping AB,,INDEPENDENT,SE,Kiruna,981 31,Drottninggatan 62,SE591039531801,aapa.camping.example,+46 70 120 48 04,100000.00,14,5.0,10,2018-11-19,true
1224,C-11224,Lakeshop AB,,ONLINE,SE,Karlstad,652 24,Fjällvägen 119,SE436218391101,lakeshop.example,+46 70 008 88 35,10000.00,30,5.0,8,2018-07-01,true
1225,C-11225,Esbjerg Expeditions ApS,,RENTAL_OUTFITTER,DK,Esbjerg,6700,Skolevej 52,DK40715840,esbjerg.expeditions.example,+45 37 12 28 15,60000.00,14,5.0,10,2020-12-28,true
1226,C-11226,Kiruna Friluft AB,,INDEPENDENT,SE,Kiruna,981 31,Järnvägsgatan 3,SE924022034901,kiruna.friluft.example,+46 70 272 60 25,5000.00,45,3.0,8,2024-08-09,true
1227,C-11227,Lillehammer Expeditions AS,,RENTAL_OUTFITTER,NO,Lillehammer,2609,Skoleveien 85,NO932714112MVA,lillehammer.expeditions.example,+47 935 53 930,15000.00,30,2.0,8,2021-03-13,true
1228,C-11228,Suvantostore Oy,,ONLINE,FI,Hämeenlinna,13100,Hämeenkatu 97,FI04934864,suvantostore.example,+358 40 322 7836,100000.00,14,0.0,8,2026-07-15,true
1229,C-11229,Örebro Turutstyr AB,,INDEPENDENT,SE,Örebro,702 11,Järnvägsgatan 37,SE005740428001,orebro.turutstyr.example,+46 70 234 41 52,5000.00,14,5.0,8,2022-03-04,true
1230,C-11230,Fjord Turutstyr AS,,INDEPENDENT,NO,Bergen,5003,Strandveien 120,NO890465536MVA,fjord.turutstyr.example,+47 976 85 280,100000.00,30,2.0,10,2018-07-12,true
1231,C-11231,Rasmussen Sport ApS,,INDEPENDENT,DK,Copenhagen,1050,Hovedgaden 64,DK02580502,rasmussen.sport.example,+45 85 13 55 85,10000.00,45,5.0,9,2022-08-21,true
1232,C-11232,Trail Outfitters AB,,DEPARTMENT_STORE,SE,Linköping,582 22,Industrivägen 118,SE757263309901,trail.outfitters.example,+46 70 097 00 38,25000.00,30,3.0,9,2026-01-13,true
