id,product_id,list_price,currency,valid_from,valid_to,reason,created_by,created_at
7860,1794,199.90,EUR,2024-07-01,2024-12-31,Supplier increase,7,2024-06-15 10:54:00
7861,1794,209.90,EUR,2025-01-01,2025-06-30,Currency adjustment,6,2024-12-07 13:25:00
7862,1794,215.00,EUR,2025-07-01,2025-12-31,Supplier increase,7,2025-06-05 14:05:00
7863,1794,223.90,EUR,2026-01-01,2026-06-30,Currency adjustment,7,2025-12-20 11:51:00
7864,1794,229.90,EUR,2026-07-01,,Supplier increase,6,2026-06-23 11:11:00
7865,1795,422.00,EUR,2024-08-12,2025-06-30,Initial listing,6,2024-07-26 14:30:00
7866,1795,400.90,EUR,2025-07-01,2025-12-31,Clearance,6,2025-06-22 10:33:00
7867,1795,380.90,EUR,2026-01-01,,Competitive adjustment,7,2025-12-02 09:48:00
7868,1796,398.50,EUR,2024-09-07,2025-12-31,Initial listing,6,2024-08-09 11:28:00
7869,1796,422.50,EUR,2026-01-01,2026-06-30,Cost update,6,2025-12-20 10:53:00
7870,1796,401.50,EUR,2026-07-01,,Competitive adjustment,7,2026-06-13 11:09:00
7871,1797,418.90,EUR,2025-09-01,,Initial listing,6,2025-08-27 14:01:00
7872,1798,398.50,EUR,2024-08-02,2025-06-30,Initial listing,7,2024-07-04 09:40:00
7873,1798,408.90,EUR,2025-07-01,2026-06-30,Supplier increase,7,2025-06-12 13:27:00
7874,1798,421.00,EUR,2026-07-01,,Supplier increase,7,2026-06-07 14:40:00
7875,1799,182.50,EUR,2021-02-04,2023-12-31,Initial listing,7,2021-01-06 12:15:00
7876,1799,189.90,EUR,2024-01-01,2024-06-30,Annual price update,6,2023-12-18 11:54:00
7877,1799,201.50,EUR,2024-07-01,2024-12-31,Supplier increase,6,2024-06-12 12:12:00
7878,1799,208.90,EUR,2025-01-01,2026-06-30,Range repositioning,6,2024-12-06 13:16:00
7879,1799,202.90,EUR,2026-07-01,,Competitive adjustment,6,2026-06-06 12:35:00
7880,1800,164.90,EUR,2026-01-24,,Initial listing,6,2025-12-25 08:29:00
7881,1801,183.90,EUR,2025-01-04,2026-06-30,Initial listing,7,2024-12-27 11:37:00
7882,1801,187.90,EUR,2026-07-01,,Cost update,7,2026-06-12 16:51:00
7883,1802,176.90,EUR,2021-11-27,2022-12-31,Initial listing,7,2021-11-02 13:40:00
7884,1802,171.90,EUR,2023-01-01,2023-12-31,Clearance,6,2022-12-18 09:54:00
7885,1802,178.90,EUR,2024-01-01,2024-06-30,Cost update,7,2023-12-09 15:25:00
7886,1802,182.90,EUR,2024-07-01,2026-06-30,Supplier increase,7,2024-06-20 16:45:00
7887,1802,188.50,EUR,2026-07-01,,Currency adjustment,7,2026-06-28 11:53:00
7888,1803,170.90,EUR,2021-08-15,2022-12-31,Initial listing,6,2021-08-10 12:09:00
7889,1803,174.50,EUR,2023-01-01,2023-12-31,Range repositioning,6,2022-12-28 14:15:00
7890,1803,177.90,EUR,2024-01-01,2024-12-31,Range repositioning,7,2023-12-02 11:46:00
7891,1803,169.00,EUR,2025-01-01,2025-06-30,Competitive adjustment,6,2024-12-04 08:25:00
7892,1803,174.90,EUR,2025-07-01,2025-12-31,Cost update,7,2025-06-11 10:41:00
7893,1803,185.50,EUR,2026-01-01,2026-06-30,Range repositioning,7,2025-12-17 14:06:00
7894,1803,191.00,EUR,2026-07-01,,Range repositioning,6,2026-06-15 11:13:00
7895,1804,391.00,EUR,2019-01-28,2019-06-30,Initial listing,6,2019-01-25 09:52:00
7896,1804,402.90,EUR,2019-07-01,2019-12-31,Supplier increase,7,2019-06-06 10:45:00
7897,1804,419.00,EUR,2020-01-01,2023-06-30,Supplier increase,7,2019-12-05 08:20:00
7898,1804,435.90,EUR,2023-07-01,2023-12-31,Annual price update,6,2023-06-03 10:22:00
7899,1804,414.00,EUR,2024-01-01,2024-12-31,Competitive adjustment,7,2023-12-18 15:03:00
7900,1804,424.50,EUR,2025-01-01,2025-06-30,Currency adjustment,6,2024-12-13 10:36:00
7901,1804,432.90,EUR,2025-07-01,,Range repositioning,6,2025-06-19 14:40:00
7902,1805,385.90,EUR,2025-12-05,2026-06-30,Initial listing,7,2025-11-11 08:56:00
7903,1805,409.00,EUR,2026-07-01,,Supplier increase,6,2026-06-01 13:28:00
7904,1806,344.90,EUR,2020-08-19,2021-12-31,Initial listing,7,2020-07-24 16:59:00
7905,1806,334.90,EUR,2022-01-01,2023-12-31,Competitive adjustment,6,2021-12-09 09:09:00
7906,1806,324.90,EUR,2024-01-01,,Competitive adjustment,7,2023-12-24 15:09:00
7907,1807,389.90,EUR,2021-08-16,2021-12-31,Initial listing,7,2021-07-26 10:27:00
7908,1807,378.00,EUR,2022-01-01,2022-06-30,Clearance,7,2021-12-18 11:52:00
7909,1807,359.00,EUR,2022-07-01,2022-12-31,Clearance,6,2022-06-07 12:46:00
7910,1807,341.00,EUR,2023-01-01,2023-12-31,Competitive adjustment,6,2022-12-13 08:20:00
7911,1807,330.90,EUR,2024-01-01,2025-12-31,Competitive adjustment,7,2023-12-12 09:05:00
7912,1807,347.50,EUR,2026-01-01,2026-06-30,Range repositioning,6,2025-12-22 11:05:00
7913,1807,359.90,EUR,2026-07-01,,Range repositioning,7,2026-06-25 11:06:00
7914,1808,340.90,EUR,2023-04-29,2023-06-30,Initial listing,7,2023-04-02 15:03:00
7915,1808,330.90,EUR,2023-07-01,2024-12-31,Clearance,6,2023-06-05 14:10:00
7916,1808,342.90,EUR,2025-01-01,2025-12-31,Supplier increase,7,2024-12-16 10:27:00
7917,1808,332.90,EUR,2026-01-01,,Clearance,7,2025-12-04 12:42:00
7918,1809,58.50,EUR,2019-11-30,2020-06-30,Initial listing,7,2019-11-05 08:40:00
7919,1809,60.50,EUR,2020-07-01,2021-12-31,Range repositioning,7,2020-06-26 09:20:00
7920,1809,62.00,EUR,2022-01-01,2022-06-30,Annual price update,6,2021-12-19 12:48:00
7921,1809,65.00,EUR,2022-07-01,2023-12-31,Range repositioning,7,2022-06-27 10:42:00
7922,1809,61.90,EUR,2024-01-01,2024-06-30,Clearance,7,2023-12-12 16:34:00
7923,1809,65.00,EUR,2024-07-01,2025-12-31,Range repositioning,7,2024-06-06 10:57:00
7924,1809,67.90,EUR,2026-01-01,,Currency adjustment,7,2025-12-17 14:47:00
7925,1810,59.90,EUR,2019-04-13,2019-12-31,Initial listing,6,2019-03-26 13:18:00
7926,1810,58.00,EUR,2020-01-01,2021-06-30,Competitive adjustment,6,2019-12-23 16:05:00
7927,1810,60.50,EUR,2021-07-01,2024-12-31,Range repositioning,7,2021-06-21 11:34:00
7928,1810,62.90,EUR,2025-01-01,2025-12-31,Currency adjustment,7,2024-12-13 11:34:00
7929,1810,65.50,EUR,2026-01-01,,Annual price update,7,2025-12-10 11:19:00
7930,1811,59.90,EUR,2020-08-15,2021-06-30,Initial listing,7,2020-07-18 10:33:00
7931,1811,58.00,EUR,2021-07-01,2021-12-31,Competitive adjustment,6,2021-06-10 15:16:00
7932,1811,60.90,EUR,2022-01-01,2022-06-30,Supplier increase,6,2021-12-28 15:07:00
7933,1811,62.00,EUR,2022-07-01,2023-06-30,Currency adjustment,7,2022-06-13 15:37:00
7934,1811,58.90,EUR,2023-07-01,2023-12-31,Competitive adjustment,7,2023-06-08 13:36:00
7935,1811,61.50,EUR,2024-01-01,2024-06-30,Range repositioning,7,2023-12-28 11:09:00
7936,1811,58.50,EUR,2024-07-01,,Clearance,7,2024-06-08 14:02:00
7937,1812,64.00,EUR,2021-01-10,2023-06-30,Initial listing,7,2021-01-04 08:34:00
7938,1812,67.50,EUR,2023-07-01,2023-12-31,Supplier increase,7,2023-06-11 11:31:00
7939,1812,64.00,EUR,2024-01-01,2024-06-30,Competitive adjustment,7,2023-12-14 16:54:00
7940,1812,65.90,EUR,2024-07-01,2025-06-30,Annual price update,6,2024-06-11 09:25:00
7941,1812,69.90,EUR,2025-07-01,2026-06-30,Range repositioning,6,2025-06-08 14:04:00
7942,1812,72.50,EUR,2026-07-01,,Supplier increase,6,2026-06-17 10:37:00
7943,1813,60.90,EUR,2024-05-12,2024-06-30,Initial listing,6,2024-04-18 16:01:00
7944,1813,64.90,EUR,2024-07-01,2025-06-30,Annual price update,6,2024-06-18 11:37:00
7945,1813,68.90,EUR,2025-07-01,,Supplier increase,7,2025-06-16 13:44:00
7946,1814,238.90,EUR,2019-05-21,2019-12-31,Initial listing,6,2019-05-14 16:50:00
7947,1814,246.00,EUR,2020-01-01,2020-06-30,Supplier increase,7,2019-12-10 08:29:00
7948,1814,260.90,EUR,2020-07-01,2022-12-31,Range repositioning,6,2020-06-01 09:06:00
7949,1814,267.50,EUR,2023-01-01,2024-12-31,Cost update,7,2022-12-23 10:24:00
7950,1814,272.90,EUR,2025-01-01,2026-06-30,Currency adjustment,7,2024-12-07 09:29:00
7951,1814,259.50,EUR,2026-07-01,,Clearance,6,2026-06-01 13:37:00
7952,1815,254.50,EUR,2024-04-03,2024-06-30,Initial listing,7,2024-03-21 10:02:00
7953,1815,267.50,EUR,2024-07-01,2026-06-30,Range repositioning,7,2024-06-17 13:00:00
7954,1815,278.00,EUR,2026-07-01,,Supplier increase,6,2026-06-13 08:00:00
7955,1816,238.00,EUR,2023-04-03,2023-06-30,Initial listing,6,2023-03-16 14:26:00
7956,1816,249.90,EUR,2023-07-01,2024-06-30,Annual price update,6,2023-06-12 16:59:00
7957,1816,257.50,EUR,2024-07-01,2025-06-30,Range repositioning,7,2024-06-01 10:43:00
7958,1816,270.50,EUR,2025-07-01,2025-12-31,Cost update,6,2025-06-13 13:54:00
7959,1816,281.50,EUR,2026-01-01,,Currency adjustment,6,2025-12-07 15:54:00
7960,1817,263.00,EUR,2026-02-06,,Initial listing,7,2026-01-24 13:36:00
7961,1818,177.00,EUR,2025-09-06,2026-06-30,Initial listing,7,2025-08-21 13:08:00
7962,1818,168.00,EUR,2026-07-01,,Competitive adjustment,7,2026-06-13 10:09:00
7963,1819,192.50,EUR,2020-09-26,2020-12-31,Initial listing,7,2020-09-02 16:28:00
7964,1819,202.00,EUR,2021-01-01,2021-12-31,Cost update,6,2020-12-22 09:32:00
7965,1819,210.00,EUR,2022-01-01,2022-12-31,Currency adjustment,7,2021-12-29 16:55:00
7966,1819,220.90,EUR,2023-01-01,2023-12-31,Annual price update,7,2022-12-02 15:37:00
7967,1819,226.50,EUR,2024-01-01,2024-06-30,Cost update,7,2023-12-22 10:41:00
7968,1819,215.00,EUR,2024-07-01,2024-12-31,Clearance,7,2024-06-05 14:21:00
7969,1819,219.50,EUR,2025-01-01,2025-12-31,Supplier increase,7,2024-12-11 12:37:00
7970,1819,223.90,EUR,2026-01-01,2026-06-30,Currency adjustment,6,2025-12-23 09:07:00
7971,1819,235.00,EUR,2026-07-01,,Range repositioning,7,2026-06-05 13:24:00
7972,1820,194.00,EUR,2023-01-11,2024-12-31,Initial listing,6,2022-12-29 11:18:00
7973,1820,203.90,EUR,2025-01-01,2025-06-30,Annual price update,6,2024-12-22 09:47:00
7974,1820,214.00,EUR,2025-07-01,2025-12-31,Currency adjustment,6,2025-06-28 13:40:00
7975,1820,220.50,EUR,2026-01-01,,Annual price update,6,2025-12-06 08:22:00
7976,1821,67.90,EUR,2023-08-23,2024-06-30,Initial listing,7,2023-07-28 15:21:00
7977,1821,70.90,EUR,2024-07-01,2024-12-31,Cost update,7,2024-06-10 09:46:00
7978,1821,73.00,EUR,2025-01-01,2026-06-30,Cost update,7,2024-12-21 09:26:00
7979,1821,74.90,EUR,2026-07-01,,Range repositioning,7,2026-06-23 14:39:00
7980,1822,64.90,EUR,2024-10-22,2026-06-30,Initial listing,6,2024-10-04 11:03:00
7981,1822,66.90,EUR,2026-07-01,,Annual price update,7,2026-06-06 13:47:00
7982,1823,66.00,EUR,2022-09-27,2023-06-30,Initial listing,6,2022-09-19 08:34:00
7983,1823,68.50,EUR,2023-07-01,2023-12-31,Cost update,6,2023-06-04 13:22:00
7984,1823,65.00,EUR,2024-01-01,2025-06-30,Competitive adjustment,7,2023-12-27 09:08:00
7985,1823,68.90,EUR,2025-07-01,2025-12-31,Range repositioning,6,2025-06-06 08:51:00
7986,1823,70.90,EUR,2026-01-01,,Annual price update,7,2025-12-21 16:52:00
7987,1824,149.50,EUR,2019-04-26,2019-06-30,Initial listing,7,2019-04-08 14:34:00
7988,1824,153.90,EUR,2019-07-01,2019-12-31,Annual price update,7,2019-06-12 08:58:00
7989,1824,160.00,EUR,2020-01-01,2020-06-30,Annual price update,7,2019-12-11 12:58:00
7990,1824,164.00,EUR,2020-07-01,2020-12-31,Supplier increase,6,2020-06-16 08:12:00
7991,1824,169.90,EUR,2021-01-01,2021-12-31,Range repositioning,6,2020-12-19 09:00:00
7992,1824,161.50,EUR,2022-01-01,2022-06-30,Competitive adjustment,6,2021-12-07 12:15:00
7993,1824,156.90,EUR,2022-07-01,2025-06-30,Competitive adjustment,6,2022-06-05 12:48:00
7994,1824,152.00,EUR,2025-07-01,2025-12-31,Clearance,6,2025-06-10 09:38:00
7995,1824,159.90,EUR,2026-01-01,,Currency adjustment,6,2025-12-26 15:33:00
7996,1825,164.50,EUR,2021-05-10,2021-12-31,Initial listing,7,2021-04-22 12:18:00
7997,1825,172.90,EUR,2022-01-01,2022-06-30,Cost update,7,2021-12-24 14:16:00
7998,1825,176.50,EUR,2022-07-01,2022-12-31,Currency adjustment,6,2022-06-22 12:37:00
7999,1825,167.90,EUR,2023-01-01,2023-06-30,Competitive adjustment,7,2022-12-20 16:33:00
8000,1825,171.50,EUR,2023-07-01,2023-12-31,Range repositioning,7,2023-06-09 13:57:00
8001,1825,162.90,EUR,2024-01-01,,Competitive adjustment,7,2023-12-15 15:03:00
8002,1826,149.90,EUR,2021-05-04,2021-12-31,Initial listing,6,2021-04-04 13:49:00
8003,1826,145.50,EUR,2022-01-01,2024-06-30,Competitive adjustment,7,2021-12-02 16:46:00
8004,1826,148.50,EUR,2024-07-01,2025-12-31,Range repositioning,7,2024-06-21 13:22:00
8005,1826,154.50,EUR,2026-01-01,,Currency adjustment,7,2025-12-11 14:23:00
8006,1827,165.90,EUR,2021-07-30,2022-12-31,Initial listing,7,2021-07-09 09:48:00
8007,1827,171.90,EUR,2023-01-01,2023-12-31,Supplier increase,7,2022-12-06 10:09:00
8008,1827,175.50,EUR,2024-01-01,2025-06-30,Currency adjustment,6,2023-12-19 11:06:00
8009,1827,179.00,EUR,2025-07-01,2025-12-31,Range repositioning,6,2025-06-19 10:01:00
8010,1827,173.90,EUR,2026-01-01,2026-06-30,Competitive adjustment,6,2025-12-07 11:56:00
8011,1827,182.90,EUR,2026-07-01,,Cost update,7,2026-06-25 16:19:00
8012,1828,178.00,EUR,2025-04-07,2025-12-31,Initial listing,6,2025-03-17 12:55:00
8013,1828,183.50,EUR,2026-01-01,2026-06-30,Supplier increase,7,2025-12-16 10:56:00
8014,1828,174.50,EUR,2026-07-01,,Competitive adjustment,6,2026-06-10 09:56:00
8015,1829,188.00,EUR,2025-12-30,2026-06-30,Initial listing,6,2025-12-09 08:51:00
8016,1829,191.90,EUR,2026-07-01,,Range repositioning,6,2026-06-06 12:12:00
8017,1830,276.50,EUR,2024-07-25,,Initial listing,7,2024-06-30 15:21:00
8018,1831,284.00,EUR,2024-06-15,2024-12-31,Initial listing,6,2024-05-30 09:14:00
8019,1831,275.90,EUR,2025-01-01,2025-06-30,Clearance,6,2024-12-08 13:08:00
8020,1831,267.90,EUR,2025-07-01,2026-06-30,Clearance,6,2025-06-17 09:01:00
8021,1831,275.90,EUR,2026-07-01,,Cost update,7,2026-06-02 13:49:00
8022,1832,285.90,EUR,2021-02-21,2021-12-31,Initial listing,6,2021-02-08 15:07:00
8023,1832,300.00,EUR,2022-01-01,2022-06-30,Annual price update,6,2021-12-02 16:34:00
8024,1832,291.00,EUR,2022-07-01,2022-12-31,Clearance,7,2022-06-21 11:39:00
8025,1832,302.90,EUR,2023-01-01,2023-12-31,Supplier increase,6,2022-12-03 14:51:00
8026,1832,287.90,EUR,2024-01-01,,Clearance,6,2023-12-17 13:17:00
8027,1833,277.50,EUR,2019-09-23,2019-12-31,Initial listing,6,2019-09-03 11:25:00
8028,1833,288.90,EUR,2020-01-01,2021-06-30,Supplier increase,7,2019-12-27 08:11:00
8029,1833,280.50,EUR,2021-07-01,2023-06-30,Clearance,7,2021-06-10 13:03:00
8030,1833,287.90,EUR,2023-07-01,2023-12-31,Range repositioning,6,2023-06-03 10:24:00
8031,1833,295.00,EUR,2024-01-01,2024-12-31,Range repositioning,6,2023-12-28 13:30:00
8032,1833,305.50,EUR,2025-01-01,2025-06-30,Annual price update,6,2024-12-09 14:46:00
8033,1833,311.90,EUR,2025-07-01,2025-12-31,Cost update,6,2025-06-21 11:40:00
8034,1833,318.00,EUR,2026-01-01,,Annual price update,7,2025-12-12 15:21:00
8035,1834,67.50,EUR,2023-06-20,2023-12-31,Initial listing,6,2023-05-30 08:57:00
8036,1834,70.90,EUR,2024-01-01,,Supplier increase,6,2023-12-27 08:50:00
8037,1835,63.50,EUR,2025-06-23,2025-06-30,Initial listing,6,2025-06-03 15:47:00
8038,1835,61.90,EUR,2025-07-01,2026-06-30,Clearance,6,2025-06-27 08:25:00
8039,1835,65.90,EUR,2026-07-01,,Range repositioning,6,2026-06-10 16:54:00
8040,1836,71.50,EUR,2022-05-15,2023-12-31,Initial listing,7,2022-05-07 08:46:00
8041,1836,73.90,EUR,2024-01-01,2024-12-31,Currency adjustment,7,2023-12-12 10:55:00
8042,1836,71.90,EUR,2025-01-01,2025-06-30,Competitive adjustment,6,2024-12-18 14:55:00
8043,1836,74.50,EUR,2025-07-01,2025-12-31,Cost update,6,2025-06-16 09:22:00
8044,1836,72.50,EUR,2026-01-01,2026-06-30,Competitive adjustment,7,2025-12-09 15:42:00
8045,1836,73.90,EUR,2026-07-01,,Cost update,7,2026-06-27 12:40:00
8046,1837,68.50,EUR,2019-05-12,2019-12-31,Initial listing,6,2019-04-25 10:39:00
8047,1837,70.90,EUR,2020-01-01,2022-06-30,Annual price update,7,2019-12-09 09:08:00
8048,1837,68.90,EUR,2022-07-01,2023-12-31,Competitive adjustment,6,2022-06-15 10:58:00
8049,1837,70.90,EUR,2024-01-01,2025-06-30,Supplier increase,7,2023-12-25 15:07:00
8050,1837,67.50,EUR,2025-07-01,,Clearance,7,2025-06-22 14:09:00
8051,1838,193.90,EUR,2021-07-21,2021-12-31,Initial listing,6,2021-07-03 09:35:00
8052,1838,203.90,EUR,2022-01-01,2023-12-31,Range repositioning,7,2021-12-11 11:12:00
8053,1838,214.00,EUR,2024-01-01,2024-06-30,Range repositioning,6,2023-12-13 08:58:00
8054,1838,221.90,EUR,2024-07-01,2024-12-31,Cost update,6,2024-06-03 12:29:00
8055,1838,229.90,EUR,2025-01-01,2025-06-30,Annual price update,6,2024-12-25 15:51:00
8056,1838,218.50,EUR,2025-07-01,2025-12-31,Competitive adjustment,6,2025-06-14 15:33:00
8057,1838,231.90,EUR,2026-01-01,,Annual price update,6,2025-12-12 16:38:00
8058,1839,244.50,EUR,2023-09-13,2024-12-31,Initial listing,7,2023-08-21 11:32:00
8059,1839,237.00,EUR,2025-01-01,2025-06-30,Competitive adjustment,7,2024-12-13 14:45:00
8060,1839,225.00,EUR,2025-07-01,,Competitive adjustment,7,2025-06-24 09:16:00
8061,1840,235.50,EUR,2019-06-17,2019-06-30,Initial listing,7,2019-06-05 16:23:00
8062,1840,228.50,EUR,2019-07-01,2019-12-31,Competitive adjustment,7,2019-06-25 11:52:00
8063,1840,217.00,EUR,2020-01-01,2020-06-30,Clearance,7,2019-12-03 13:49:00
8064,1840,224.90,EUR,2020-07-01,2020-12-31,Range repositioning,7,2020-06-17 08:53:00
8065,1840,229.50,EUR,2021-01-01,2022-12-31,Range repositioning,7,2020-12-24 08:56:00
8066,1840,237.90,EUR,2023-01-01,2023-06-30,Range repositioning,7,2022-12-03 08:41:00
8067,1840,226.00,EUR,2023-07-01,2023-12-31,Competitive adjustment,7,2023-06-18 16:24:00
8068,1840,239.90,EUR,2024-01-01,2024-06-30,Cost update,7,2023-12-03 12:10:00
8069,1840,251.90,EUR,2024-07-01,2024-12-31,Cost update,7,2024-06-04 13:49:00
8070,1840,244.50,EUR,2025-01-01,2025-06-30,Clearance,7,2024-12-11 15:36:00
8071,1840,250.90,EUR,2025-07-01,2026-06-30,Annual price update,6,2025-06-15 11:09:00
8072,1840,260.90,EUR,2026-07-01,,Cost update,7,2026-06-02 08:29:00
8073,1841,250.90,EUR,2022-03-15,2022-06-30,Initial listing,7,2022-02-19 13:24:00
8074,1841,259.90,EUR,2022-07-01,2023-06-30,Supplier increase,6,2022-06-18 12:22:00
8075,1841,266.50,EUR,2023-07-01,2024-12-31,Range repositioning,7,2023-06-21 14:47:00
8076,1841,275.90,EUR,2025-01-01,2025-06-30,Currency adjustment,6,2024-12-18 15:10:00
8077,1841,286.90,EUR,2025-07-01,2026-06-30,Currency adjustment,7,2025-06-12 11:11:00
8078,1841,298.50,EUR,2026-07-01,,Currency adjustment,7,2026-06-27 13:51:00
8079,1842,185.50,EUR,2021-03-20,2022-06-30,Initial listing,6,2021-03-13 16:35:00
8080,1842,194.90,EUR,2022-07-01,2023-06-30,Supplier increase,7,2022-06-01 15:34:00
8081,1842,199.90,EUR,2023-07-01,2024-06-30,Range repositioning,7,2023-06-02 11:20:00
8082,1842,207.90,EUR,2024-07-01,2025-12-31,Annual price update,7,2024-06-06 16:30:00
8083,1842,213.00,EUR,2026-01-01,,Range repositioning,6,2025-12-26 09:42:00
8084,1843,179.90,EUR,2022-12-28,2023-06-30,Initial listing,7,2022-12-03 10:03:00
8085,1843,174.90,EUR,2023-07-01,2024-06-30,Competitive adjustment,6,2023-06-25 11:47:00
8086,1843,181.90,EUR,2024-07-01,2026-06-30,Supplier increase,6,2024-06-17 12:49:00
8087,1843,191.00,EUR,2026-07-01,,Cost update,7,2026-06-27 13:13:00
8088,1844,182.50,EUR,2022-10-21,2022-12-31,Initial listing,6,2022-10-14 08:30:00
8089,1844,189.90,EUR,2023-01-01,2023-06-30,Annual price update,7,2022-12-18 15:14:00
8090,1844,184.00,EUR,2023-07-01,2023-12-31,Clearance,6,2023-06-26 09:21:00
8091,1844,190.50,EUR,2024-01-01,2025-06-30,Annual price update,6,2023-12-02 16:07:00
8092,1844,197.00,EUR,2025-07-01,2025-12-31,Supplier increase,6,2025-06-05 09:03:00
8093,1844,200.90,EUR,2026-01-01,2026-06-30,Annual price update,7,2025-12-08 08:08:00
8094,1844,206.90,EUR,2026-07-01,,Currency adjustment,7,2026-06-07 08:03:00
8095,1845,176.90,EUR,2026-03-16,,Initial listing,6,2026-02-20 14:04:00
8096,1846,194.50,EUR,2020-01-19,2025-06-30,Initial listing,7,2020-01-11 11:46:00
8097,1846,206.00,EUR,2025-07-01,2025-12-31,Currency adjustment,6,2025-06-22 16:31:00
8098,1846,212.00,EUR,2026-01-01,,Range repositioning,6,2025-12-18 12:58:00
8099,1847,199.50,EUR,2025-11-18,,Initial listing,7,2025-10-22 16:14:00
8100,1848,111.90,EUR,2022-07-04,2024-12-31,Initial listing,7,2022-06-16 09:10:00
8101,1848,114.90,EUR,2025-01-01,2025-12-31,Supplier increase,6,2024-12-23 11:45:00
8102,1848,121.90,EUR,2026-01-01,2026-06-30,Currency adjustment,6,2025-12-19 16:05:00
8103,1848,124.90,EUR,2026-07-01,,Currency adjustment,7,2026-06-21 15:15:00
8104,1849,109.90,EUR,2022-12-31,2023-06-30,Initial listing,7,2022-12-11 11:21:00
8105,1849,113.90,EUR,2023-07-01,2023-12-31,Range repositioning,6,2023-06-03 15:49:00
8106,1849,108.50,EUR,2024-01-01,2024-12-31,Clearance,7,2023-12-21 16:31:00
8107,1849,105.50,EUR,2025-01-01,2026-06-30,Competitive adjustment,6,2024-12-18 11:32:00
8108,1849,108.00,EUR,2026-07-01,,Range repositioning,7,2026-06-02 08:34:00
8109,1850,108.90,EUR,2019-12-27,2019-12-31,Initial listing,6,2019-12-07 08:01:00
8110,1850,111.00,EUR,2020-01-01,2020-12-31,Supplier increase,6,2019-12-27 14:00:00
8111,1850,114.50,EUR,2021-01-01,2021-12-31,Annual price update,6,2020-12-11 09:09:00
8112,1850,121.50,EUR,2022-01-01,2023-06-30,Range repositioning,6,2021-12-15 11:54:00
8113,1850,125.90,EUR,2023-07-01,2023-12-31,Range repositioning,7,2023-06-03 08:03:00
8114,1850,122.00,EUR,2024-01-01,2024-06-30,Competitive adjustment,7,2023-12-16 09:16:00
8115,1850,125.90,EUR,2024-07-01,2025-06-30,Range repositioning,6,2024-06-19 12:47:00
8116,1850,129.90,EUR,2025-07-01,2025-12-31,Currency adjustment,6,2025-06-05 11:23:00
8117,1850,123.50,EUR,2026-01-01,2026-06-30,Clearance,6,2025-12-18 14:37:00
8118,1850,130.90,EUR,2026-07-01,,Currency adjustment,6,2026-06-09 09:37:00
8119,1851,118.00,EUR,2022-10-21,2022-12-31,Initial listing,7,2022-10-17 14:22:00
8120,1851,112.00,EUR,2023-01-01,2025-06-30,Clearance,6,2022-12-14 08:44:00
8121,1851,115.50,EUR,2025-07-01,2025-12-31,Range repositioning,6,2025-06-17 15:18:00
8122,1851,112.00,EUR,2026-01-01,,Clearance,7,2025-12-22 13:30:00
8123,1852,10.12,EUR,2021-05-16,2021-06-30,Initial listing,7,2021-05-10 10:55:00
8124,1852,9.61,EUR,2021-07-01,2021-12-31,Competitive adjustment,6,2021-06-06 15:16:00
8125,1852,9.95,EUR,2022-01-01,2022-06-30,Supplier increase,7,2021-12-25 16:21:00
8126,1852,10.20,EUR,2022-07-01,2023-06-30,Range repositioning,6,2022-06-18 16:08:00
8127,1852,10.45,EUR,2023-07-01,2023-12-31,Currency adjustment,7,2023-06-20 08:51:00
8128,1852,10.14,EUR,2024-01-01,2025-12-31,Clearance,7,2023-12-03 15:21:00
8129,1852,10.49,EUR,2026-01-01,2026-06-30,Annual price update,6,2025-12-10 09:19:00
8130,1852,10.75,EUR,2026-07-01,,Currency adjustment,7,2026-06-05 12:10:00
8131,1853,10.14,EUR,2019-01-21,2019-06-30,Initial listing,7,2018-12-24 11:35:00
8132,1853,10.65,EUR,2019-07-01,2019-12-31,Cost update,7,2019-06-09 16:24:00
8133,1853,10.97,EUR,2020-01-01,2020-06-30,Range repositioning,7,2019-12-19 11:50:00
8134,1853,11.35,EUR,2020-07-01,2021-06-30,Supplier increase,7,2020-06-18 16:32:00
8135,1853,11.92,EUR,2021-07-01,2022-12-31,Currency adjustment,7,2021-06-27 10:41:00
8136,1853,12.28,EUR,2023-01-01,2025-06-30,Cost update,7,2022-12-15 11:27:00
8137,1853,11.91,EUR,2025-07-01,2026-06-30,Clearance,6,2025-06-23 15:17:00
8138,1853,11.55,EUR,2026-07-01,,Competitive adjustment,6,2026-06-03 13:31:00
8139,1854,10.34,EUR,2023-11-17,,Initial listing,6,2023-11-11 12:51:00
8140,1855,53.50,EUR,2025-09-11,2025-12-31,Initial listing,7,2025-08-28 15:33:00
8141,1855,55.50,EUR,2026-01-01,,Range repositioning,6,2025-12-20 12:19:00
8142,1856,49.20,EUR,2020-12-05,2020-12-31,Initial listing,6,2020-11-05 14:18:00
8143,1856,51.90,EUR,2021-01-01,2021-06-30,Supplier increase,7,2020-12-20 15:05:00
8144,1856,53.90,EUR,2021-07-01,2023-06-30,Supplier increase,6,2021-06-17 12:35:00
8145,1856,56.00,EUR,2023-07-01,2024-06-30,Cost update,6,2023-06-28 11:10:00
8146,1856,57.00,EUR,2024-07-01,2026-06-30,Currency adjustment,6,2024-06-26 12:35:00
8147,1856,58.90,EUR,2026-07-01,,Annual price update,7,2026-06-17 14:27:00
