id,credit_note_number,customer_id,claim_id,order_id,issued_at,amount,currency,reason,status,created_by
512,CN-2026-00258,20,583,8775,2026-06-26 17:57:00,611.61,EUR,CLAIM,APPLIED,3
513,CN-2026-00259,1166,585,8794,2026-06-25 17:14:48,86.74,EUR,GOODWILL,APPLIED,5
514,CN-2026-00260,804,586,8819,2026-06-24 15:38:25,205.56,EUR,CLAIM,APPLIED,5
515,CN-2026-00261,1064,587,8832,2026-05-22 08:06:09,513.12,EUR,CLAIM,APPLIED,4
516,CN-2026-00262,2353,588,8869,2026-06-04 09:52:50,1130.45,EUR,CLAIM,APPLIED,5
517,CN-2026-00263,1201,589,8916,2026-06-01 15:13:30,848.79,EUR,GOODWILL,APPLIED,3
518,CN-2026-00264,1958,590,8929,2026-06-15 16:47:15,12.66,EUR,CLAIM,APPLIED,4
519,CN-2026-00265,1670,591,8941,2026-06-09 16:27:18,543.90,EUR,CLAIM,APPLIED,5
520,CN-2026-00266,1704,592,8953,2026-06-04 13:00:24,1318.00,EUR,CLAIM,APPLIED,4
521,CN-2026-00267,171,594,8969,2026-06-23 10:57:01,37.80,EUR,CLAIM,APPLIED,4
522,CN-2026-00268,63,595,8974,2026-06-24 13:03:23,872.82,EUR,CLAIM,APPLIED,4
523,CN-2026-00269,209,596,8999,2026-06-18 12:18:43,8.01,EUR,CLAIM,APPLIED,4
524,CN-2026-00270,1375,598,9014,2026-06-16 13:23:56,68.85,EUR,GOODWILL,ISSUED,5
525,CN-2026-00271,789,599,9019,2026-06-23 12:13:09,941.22,EUR,CLAIM,APPLIED,3
526,CN-2026-00272,2112,600,9026,2026-07-15 11:15:08,610.00,EUR,CLAIM,ISSUED,3
527,CN-2026-00273,1888,602,9062,2026-06-04 13:19:51,486.00,EUR,CLAIM,ISSUED,5
528,CN-2026-00274,83,603,9078,2026-06-23 15:23:58,5099.64,EUR,CLAIM,ISSUED,4
529,CN-2026-00275,1925,604,9087,2026-05-13 09:27:47,749.96,EUR,GOODWILL,APPLIED,3
530,CN-2026-00276,299,606,9117,2026-05-26 17:13:47,2556.16,EUR,GOODWILL,APPLIED,4
531,CN-2026-00277,1201,607,9139,2026-06-05 09:52:46,305.80,EUR,CLAIM,APPLIED,4
532,CN-2026-00278,1461,608,9146,2026-06-03 13:18:25,377.80,EUR,CLAIM,APPLIED,3
533,CN-2026-00279,695,609,9147,2026-06-24 13:34:07,870.90,EUR,CLAIM,APPLIED,3
534,CN-2026-00280,1891,610,9152,2026-06-24 09:52:35,881.36,EUR,CLAIM,ISSUED,4
535,CN-2026-00281,901,612,9196,2026-06-25 12:28:09,107.21,EUR,CLAIM,APPLIED,3
536,CN-2026-00282,1077,613,9202,2026-05-21 11:19:38,13.31,EUR,CLAIM,ISSUED,5
537,CN-2026-00283,2193,614,9233,2026-06-02 17:18:14,1670.00,EUR,CLAIM,CANCELLED,4
538,CN-2026-00284,1461,615,9234,2026-06-10 16:04:50,74.55,EUR,CLAIM,APPLIED,4
539,CN-2026-00285,1210,616,9237,2026-06-23 12:29:50,122.14,EUR,CLAIM,APPLIED,4
540,CN-2026-00286,2355,617,9244,2026-06-30 10:16:35,574.66,EUR,CLAIM,APPLIED,3
541,CN-2026-00287,131,619,9279,2026-06-11 10:15:50,88.80,EUR,CLAIM,APPLIED,4
542,CN-2026-00288,1233,620,9280,2026-05-26 16:17:01,645.24,EUR,CLAIM,APPLIED,5
543,CN-2026-00289,615,621,9301,2026-06-01 10:41:44,40.80,EUR,CLAIM,APPLIED,3
544,CN-2026-00290,456,622,9307,2026-06-16 09:19:46,1286.77,EUR,GOODWILL,APPLIED,4
545,CN-2026-00291,2090,624,9322,2026-06-16 11:26:32,11.88,EUR,CLAIM,ISSUED,3
546,CN-2026-00292,1323,625,9326,2026-06-30 14:47:03,396.84,EUR,GOODWILL,APPLIED,3
547,CN-2026-00293,762,626,9329,2026-06-15 13:51:19,540.65,EUR,GOODWILL,APPLIED,5
548,CN-2026-00294,1551,627,9337,2026-05-22 12:29:07,169.12,EUR,CLAIM,APPLIED,5
549,CN-2026-00295,2106,628,9353,2026-06-23 12:57:00,48.75,EUR,CLAIM,ISSUED,4
550,CN-2026-00296,1662,629,9357,2026-05-20 16:13:37,96.52,EUR,CLAIM,APPLIED,3
551,CN-2026-00297,119,630,9373,2026-06-04 16:48:45,282.78,EUR,CLAIM,APPLIED,3
552,CN-2026-00298,2205,631,9389,2026-07-07 09:21:21,6.02,EUR,CLAIM,CANCELLED,4
553,CN-2026-00299,1335,632,9405,2026-06-17 08:12:58,7146.20,EUR,CLAIM,APPLIED,5
554,CN-2026-00300,1764,633,9407,2026-06-04 12:29:30,2205.00,EUR,RETURN,ISSUED,4
555,CN-2026-00301,2163,635,9409,2026-07-22 12:35:17,425.00,EUR,CLAIM,APPLIED,4
556,CN-2026-00302,93,636,9420,2026-06-22 14:50:09,934.50,EUR,CLAIM,APPLIED,4
557,CN-2026-00303,359,637,9434,2026-07-10 10:30:33,673.30,EUR,CLAIM,APPLIED,3
558,CN-2026-00304,685,638,9438,2026-06-16 15:11:17,348.75,EUR,CLAIM,APPLIED,3
559,CN-2026-00305,8,639,9461,2026-06-08 17:19:10,1088.63,EUR,GOODWILL,APPLIED,3
560,CN-2026-00306,795,640,9465,2026-06-09 10:27:26,479.52,EUR,PRICE_CORRECTION,APPLIED,5
561,CN-2026-00307,657,641,9466,2026-06-18 17:42:56,340.33,EUR,CLAIM,ISSUED,4
562,CN-2026-00308,1100,642,9467,2026-06-15 16:33:57,16.70,EUR,GOODWILL,APPLIED,5
563,CN-2026-00309,2218,643,9470,2026-06-08 16:44:45,287.50,EUR,CLAIM,CANCELLED,4
564,CN-2026-00310,2004,644,9497,2026-05-18 17:02:28,10.05,EUR,GOODWILL,APPLIED,4
565,CN-2026-00311,136,645,9506,2026-06-01 16:15:21,8358.72,EUR,CLAIM,APPLIED,4
566,CN-2026-00312,812,646,9513,2026-06-19 09:56:37,2167.68,EUR,CLAIM,APPLIED,4
567,CN-2026-00313,2377,647,9517,2026-05-20 11:34:28,218.59,EUR,PRICE_CORRECTION,APPLIED,4
568,CN-2026-00314,1415,648,9559,2026-06-03 16:11:34,202.44,EUR,CLAIM,ISSUED,5
569,CN-2026-00315,2145,649,9563,2026-06-22 16:42:01,205.80,EUR,CLAIM,APPLIED,3
570,CN-2026-00316,1207,650,9569,2026-06-04 14:36:13,149.57,EUR,GOODWILL,APPLIED,5
571,CN-2026-00317,2238,652,9587,2026-06-16 13:05:10,33.95,EUR,CLAIM,ISSUED,3
572,CN-2026-00318,2371,653,9590,2026-05-25 13:37:25,5626.90,EUR,CLAIM,APPLIED,5
573,CN-2026-00319,93,654,9646,2026-07-22 14:10:41,174.32,EUR,GOODWILL,APPLIED,5
574,CN-2026-00320,296,655,9673,2026-07-09 14:11:37,2.04,EUR,CLAIM,APPLIED,4
575,CN-2026-00321,797,656,9674,2026-07-23 17:18:01,252.99,EUR,GOODWILL,ISSUED,3
576,CN-2026-00322,2165,659,9692,2026-07-10 17:21:03,519.00,EUR,CLAIM,APPLIED,3
577,CN-2026-00323,1384,660,9727,2026-08-25 09:52:01,110.00,EUR,CLAIM,APPLIED,4
578,CN-2026-00324,1845,661,9749,2026-06-30 18:12:34,656.20,EUR,CLAIM,ISSUED,3
579,CN-2026-00325,966,662,9768,2026-07-14 13:53:34,85.29,EUR,GOODWILL,APPLIED,5
580,CN-2026-00326,2331,663,9781,2026-08-05 18:15:45,3.33,EUR,CLAIM,APPLIED,5
581,CN-2026-00327,763,664,9790,2026-07-08 08:02:06,110.11,EUR,PRICE_CORRECTION,APPLIED,4
582,CN-2026-00328,600,665,9800,2026-07-21 17:48:55,519.00,EUR,CLAIM,APPLIED,4
583,CN-2026-00329,2250,667,9830,2026-07-29 17:04:49,56.58,EUR,CLAIM,CANCELLED,3
584,CN-2026-00330,381,668,9838,2026-07-27 17:31:20,35.23,EUR,CLAIM,APPLIED,3
585,CN-2026-00331,745,669,9848,2026-06-30 17:10:25,195.04,EUR,GOODWILL,ISSUED,5
586,CN-2026-00332,1562,670,9850,2026-07-20 08:29:04,574.90,EUR,CLAIM,APPLIED,4
587,CN-2026-00333,1134,671,9866,2026-07-28 12:42:02,263.33,EUR,GOODWILL,ISSUED,5
588,CN-2026-00334,1287,672,9880,2026-08-13 13:22:22,430.27,EUR,GOODWILL,APPLIED,4
589,CN-2026-00335,2012,673,9910,2026-07-01 13:31:27,5.86,EUR,GOODWILL,APPLIED,3
590,CN-2026-00336,1909,675,9933,2026-07-02 13:13:47,67.90,EUR,CLAIM,ISSUED,4
591,CN-2026-00337,1000,676,9936,2026-08-04 13:36:29,36.43,EUR,CLAIM,ISSUED,5
592,CN-2026-00338,1343,677,9946,2026-07-23 13:26:42,1.77,EUR,PRICE_CORRECTION,APPLIED,5
593,CN-2026-00339,1128,678,9957,2026-07-28 17:00:13,238.42,EUR,GOODWILL,APPLIED,3
594,CN-2026-00340,1426,679,9964,2026-06-22 08:43:19,2135.25,EUR,CLAIM,APPLIED,5
595,CN-2026-00341,2260,680,9967,2026-07-20 14:26:39,731.49,EUR,GOODWILL,APPLIED,3
596,CN-2026-00342,836,681,10003,2026-07-09 21:21:10,105.84,EUR,GOODWILL,APPLIED,3
597,CN-2026-00343,1146,683,10013,2026-06-24 15:59:33,4809.30,EUR,CLAIM,APPLIED,4
598,CN-2026-00344,663,684,10025,2026-08-18 09:08:26,121.80,EUR,CLAIM,APPLIED,5
599,CN-2026-00345,304,685,10032,2026-06-29 10:40:12,8.48,EUR,CLAIM,APPLIED,3
600,CN-2026-00346,685,687,10057,2026-07-15 17:12:14,81.68,EUR,GOODWILL,APPLIED,5
601,CN-2026-00347,1759,688,10089,2026-07-20 08:43:52,199.80,EUR,PRICE_CORRECTION,APPLIED,5
602,CN-2026-00348,1143,689,10090,2026-07-16 14:14:23,12.14,EUR,CLAIM,APPLIED,3
603,CN-2026-00349,905,690,10101,2026-07-20 14:43:55,1414.51,EUR,GOODWILL,ISSUED,5
604,CN-2026-00350,1697,693,10137,2026-07-23 10:13:40,470.62,EUR,GOODWILL,APPLIED,4
605,CN-2026-00351,799,695,10175,2026-07-06 19:34:26,7.67,EUR,PRICE_CORRECTION,ISSUED,3
606,CN-2026-00352,879,696,10186,2026-06-24 12:42:00,1922.38,EUR,GOODWILL,APPLIED,4
607,CN-2026-00353,1546,699,10225,2026-07-16 18:25:09,109.19,EUR,GOODWILL,ISSUED,4
608,CN-2026-00354,633,700,10241,2026-07-01 12:24:55,28.00,EUR,CLAIM,APPLIED,4
609,CN-2026-00355,1498,702,10266,2026-07-23 08:09:54,75.96,EUR,CLAIM,APPLIED,3
610,CN-2026-00356,467,703,10292,2026-07-16 10:59:25,3294.00,EUR,CLAIM,APPLIED,4
611,CN-2026-00357,1849,704,10316,2026-07-27 20:59:35,239.75,EUR,GOODWILL,ISSUED,3
612,CN-2026-00358,2181,705,10336,2026-07-07 16:02:44,147.24,EUR,CLAIM,APPLIED,5
613,CN-2026-00359,693,706,10338,2026-07-03 08:12:03,222.07,EUR,CLAIM,APPLIED,4
614,CN-2026-00360,1038,707,10346,2026-08-27 14:59:27,122.40,EUR,CLAIM,APPLIED,5
615,CN-2026-00361,1958,708,10371,2026-08-11 17:06:36,5.73,EUR,CLAIM,APPLIED,5
616,CN-2026-00362,1845,709,10386,2026-07-17 19:07:04,121.57,EUR,GOODWILL,APPLIED,3
617,CN-2026-00363,1297,710,10387,2026-07-07 11:07:30,18.25,EUR,GOODWILL,APPLIED,4
618,CN-2026-00364,2035,711,10403,2026-07-13 15:30:33,1591.70,EUR,CLAIM,APPLIED,3
619,CN-2026-00365,1610,712,10408,2026-06-23 14:16:11,44.81,EUR,CLAIM,APPLIED,4
620,CN-2026-00366,1929,713,10411,2026-07-09 10:18:16,7.72,EUR,CLAIM,APPLIED,4
621,CN-2026-00367,419,714,10424,2026-08-06 14:02:23,181.80,EUR,CLAIM,APPLIED,3
622,CN-2026-00368,71,715,10435,2026-07-07 10:57:57,142.10,EUR,CLAIM,APPLIED,3
623,CN-2026-00369,379,716,10436,2026-08-28 09:47:17,1754.10,EUR,CLAIM,ISSUED,4
624,CN-2026-00370,134,718,10459,2026-07-20 23:05:09,158.50,EUR,GOODWILL,APPLIED,3
625,CN-2026-00371,1645,719,10470,2026-07-10 09:10:29,418.90,EUR,CLAIM,APPLIED,3
626,CN-2026-00372,2229,720,10481,2026-07-16 10:00:52,98.10,EUR,CLAIM,APPLIED,3
627,CN-2026-00373,1475,721,10498,2026-07-10 16:58:16,45.74,EUR,CLAIM,APPLIED,4
628,CN-2026-00374,1369,722,10509,2026-07-01 08:16:45,17275.20,EUR,CLAIM,APPLIED,5
629,CN-2026-00375,994,723,10513,2026-07-16 10:18:27,158.50,EUR,CLAIM,APPLIED,3
630,CN-2026-00376,2204,726,10598,2026-08-18 12:32:01,9.53,EUR,PRICE_CORRECTION,CANCELLED,3
631,CN-2026-00377,2087,728,10658,2026-09-03 13:03:52,2675.25,EUR,CLAIM,APPLIED,5
632,CN-2026-00378,1824,729,10665,2026-08-18 13:20:46,311.80,EUR,CLAIM,ISSUED,3
633,CN-2026-00379,2111,730,10697,2026-08-03 14:21:57,79.97,EUR,CLAIM,APPLIED,5
634,CN-2026-00380,1545,731,10717,2026-08-31 22:01:31,7.64,EUR,CLAIM,ISSUED,4
635,CN-2026-00381,1369,732,10737,2026-08-20 13:41:35,2465.76,EUR,GOODWILL,ISSUED,5
636,CN-2026-00382,1570,736,10779,2026-08-11 21:40:10,133.50,EUR,CLAIM,APPLIED,5
637,CN-2026-00383,2344,737,10789,2026-08-06 17:49:43,163.25,EUR,RETURN,APPLIED,3
638,CN-2026-00384,235,739,10832,2026-08-31 22:50:39,507.00,EUR,GOODWILL,APPLIED,4
639,CN-2026-00385,1202,740,10855,2026-07-28 15:10:16,5094.42,EUR,CLAIM,ISSUED,4
640,CN-2026-00386,1043,741,10882,2026-08-12 10:19:50,403.29,EUR,GOODWILL,APPLIED,3
641,CN-2026-00387,1035,742,10885,2026-08-27 17:27:23,58.84,EUR,CLAIM,APPLIED,4
642,CN-2026-00388,2310,743,10899,2026-07-29 14:21:20,2.58,EUR,CLAIM,APPLIED,5
643,CN-2026-00389,175,745,10970,2026-08-10 13:45:29,57.24,EUR,PRICE_CORRECTION,APPLIED,3
644,CN-2026-00390,1523,747,10994,2026-08-19 09:50:19,200.40,EUR,CLAIM,ISSUED,3
645,CN-2026-00391,1877,749,11002,2026-08-13 14:57:44,26.67,EUR,CLAIM,APPLIED,3
646,CN-2026-00392,2330,750,11017,2026-07-23 16:00:40,76.90,EUR,CLAIM,APPLIED,5
647,CN-2026-00393,109,751,11023,2026-07-27 11:32:34,514.04,EUR,CLAIM,APPLIED,4
648,CN-2026-00394,1740,752,11047,2026-09-03 08:45:21,619.51,EUR,GOODWILL,APPLIED,4
649,CN-2026-00395,1851,753,11054,2026-08-25 15:14:21,32.38,EUR,CLAIM,APPLIED,5
650,CN-2026-00396,2153,754,11055,2026-08-05 15:58:32,1353.83,EUR,CLAIM,APPLIED,4
651,CN-2026-00397,1822,755,11056,2026-08-11 09:24:47,55.96,EUR,GOODWILL,APPLIED,3
652,CN-2026-00398,291,756,11064,2026-08-13 13:46:59,271.40,EUR,CLAIM,APPLIED,5
653,CN-2026-00399,466,758,11100,2026-08-13 13:33:47,545.70,EUR,CLAIM,ISSUED,5
654,CN-2026-00400,1535,759,11133,2026-08-25 11:11:04,1509.90,EUR,CLAIM,APPLIED,3
655,CN-2026-00401,2054,760,11142,2026-07-21 16:59:47,12.36,EUR,CLAIM,ISSUED,5
656,CN-2026-00402,258,761,11147,2026-09-03 16:18:34,154.04,EUR,GOODWILL,ISSUED,3
657,CN-2026-00403,1998,762,11160,2026-08-24 13:50:00,888.48,EUR,RETURN,ISSUED,5
658,CN-2026-00404,1961,764,11177,2026-08-11 12:05:01,4.91,EUR,GOODWILL,APPLIED,5
659,CN-2026-00405,281,765,11197,2026-09-07 15:49:48,3330.29,EUR,GOODWILL,APPLIED,5
660,CN-2026-00406,1551,766,11200,2026-08-13 10:30:22,44.82,EUR,CLAIM,ISSUED,3
661,CN-2026-00407,1642,767,11229,2026-09-01 12:25:35,1.10,EUR,GOODWILL,APPLIED,5
662,CN-2026-00408,1028,768,11246,2026-09-07 14:08:28,834.54,EUR,CLAIM,APPLIED,5
663,CN-2026-00409,1141,773,11286,2026-09-07 11:49:04,1517.35,EUR,GOODWILL,APPLIED,3
664,CN-2026-00410,1994,777,11310,2026-09-07 18:42:06,599.12,EUR,CLAIM,APPLIED,4
665,CN-2026-00411,2092,778,11319,2026-09-04 08:41:34,709.26,EUR,CLAIM,APPLIED,4
666,CN-2026-00412,1111,779,11329,2026-09-03 09:34:18,780.80,EUR,CLAIM,APPLIED,4
667,CN-2026-00413,2394,783,11344,2026-09-01 13:15:43,182.95,EUR,GOODWILL,APPLIED,5
668,CN-2026-00414,353,785,11353,2026-08-27 17:24:24,578.93,EUR,GOODWILL,APPLIED,3
669,CN-2026-00415,1535,793,11467,2026-09-03 11:06:43,71.70,EUR,CLAIM,APPLIED,5
670,CN-2026-00416,1918,794,11474,2026-09-02 15:30:06,16.15,EUR,GOODWILL,APPLIED,3
671,CN-2026-00417,2199,797,11582,2026-08-26 17:14:17,7.82,EUR,PRICE_CORRECTION,ISSUED,3
672,CN-2026-00418,174,799,11657,2026-08-24 16:25:16,439.80,EUR,GOODWILL,ISSUED,5
673,CN-2026-00419,1416,801,11710,2026-08-27 09:26:09,3.22,EUR,RETURN,APPLIED,4
674,CN-2026-00420,1684,803,11759,2026-09-01 13:04:57,382.27,EUR,GOODWILL,ISSUED,5
675,CN-2026-00421,382,807,11808,2026-08-20 16:03:02,8962.58,EUR,CLAIM,ISSUED,5
676,CN-2026-00422,1883,808,11812,2026-08-25 13:01:44,158.15,EUR,CLAIM,APPLIED,3
677,CN-2026-00423,830,815,11858,2026-09-07 15:18:13,249.80,EUR,CLAIM,APPLIED,3
678,CN-2026-00424,295,816,11867,2026-08-19 16:26:31,180.97,EUR,GOODWILL,ISSUED,4
679,CN-2026-00425,1414,820,11944,2026-08-27 16:47:20,439.00,EUR,CLAIM,APPLIED,4
680,CN-2026-00426,843,821,11967,2026-08-21 08:52:44,1787.48,EUR,GOODWILL,APPLIED,3
681,CN-2026-00427,2222,822,11978,2026-08-19 00:37:50,250.34,EUR,RETURN,ISSUED,4
682,CN-2026-00428,909,823,11983,2026-08-20 17:11:20,18.35,EUR,CLAIM,APPLIED,4
683,CN-2026-00429,668,826,12054,2026-08-31 14:34:21,655.50,EUR,CLAIM,APPLIED,3
684,CN-2026-00430,1481,834,12169,2026-09-02 15:05:34,151.50,EUR,CLAIM,APPLIED,5
685,CN-2026-00431,598,840,12269,2026-09-03 10:22:19,35.44,EUR,CLAIM,ISSUED,3
686,CN-2026-00432,1958,843,12356,2026-08-28 13:06:44,6.98,EUR,GOODWILL,APPLIED,4
687,CN-2026-00433,1659,844,12362,2026-08-28 10:57:55,374.50,EUR,CLAIM,APPLIED,3
