id,sku,ean,name,description,category_id,supplier_id,product_type,variant,colour,unit,case_pack,min_order_qty,weight_kg,active,discontinued_on,created_at
1494,KOM-ACC-0001,6402026014940,Peilung Kuru Pro Beanie Ruby Red,"Peilung Kuru Pro: a beanie that balances weight, durability and price. Ruby Red. Retail-ready packaging.",14,17,Beanie,Ruby Red,Ruby Red,pcs,1,1,0.119,true,,2023-07-02
1495,KOM-ACC-0002,6402026014957,Peilung Kuru Pro Beanie Graphite,The Kuru Pro beanie by Peilung. Graphite. Popular with rental outfitters and clubs.,14,17,Beanie,Graphite,Graphite,pcs,12,12,0.011,true,,2025-04-20
1496,KOM-ACC-0003,6402026014964,Peilung Kuru Pro Beanie Midnight Blue,"Peilung Kuru Pro Beanie for accessories & maintenance. Midnight Blue. Built for Nordic conditions, season after season.",14,17,Beanie,Midnight Blue,Midnight Blue,pcs,12,12,0.018,true,,2023-08-29
1497,KOM-ACC-0004,6402026014971,Peilung Joki II Seam Sealer,Reliable seam sealer from Peilung's Joki II range. A wholesale staple for outdoor retailers.,14,17,Seam Sealer,,,pcs,1,1,0.122,true,,2021-02-27
1498,KOM-ACC-0005,6402026014988,Peilung Kilpis II Beanie Burnt Orange,"Peilung Kilpis II: a beanie that balances weight, durability and price. Burnt Orange. Retail-ready packaging.",14,17,Beanie,Burnt Orange,Burnt Orange,pcs,6,6,0.033,true,,2024-04-02
1499,KOM-ACC-0006,6402026014995,Peilung Kilpis II Beanie Lichen,The Kilpis II beanie by Peilung. Lichen. Popular with rental outfitters and clubs.,14,17,Beanie,Lichen,Lichen,pcs,1,1,0.112,true,,2025-11-23
1500,KOM-ACC-0007,6402026015008,Peilung Kilpis II Beanie Midnight Blue,"Peilung Kilpis II Beanie for accessories & maintenance. Midnight Blue. Built for Nordic conditions, season after season.",14,17,Beanie,Midnight Blue,Midnight Blue,pcs,6,6,0.150,true,,2023-08-11
1501,KOM-ACC-0008,6402026015015,Peilung Hav Map Case,Reliable map case from Peilung's Hav range. A wholesale staple for outdoor retailers.,14,17,Map Case,,,pcs,1,1,0.148,true,,2021-07-05
1502,KOM-ACC-0009,6402026015022,Peilung Vinter 2.0 Waterproofing Spray,"Peilung Vinter 2.0: a waterproofing spray that balances weight, durability and price. Retail-ready packaging.",14,17,Waterproofing Spray,,,pcs,6,6,0.094,true,,2019-11-02
1503,KOM-ACC-0010,6402026015039,Peilung Kaira 2.0 First Aid Kit L Ochre,The Kaira 2.0 first aid kit by Peilung. L / Ochre. Popular with rental outfitters and clubs.,14,17,First Aid Kit,L,Ochre,pcs,12,12,0.107,true,,2024-04-22
1504,KOM-ACC-0011,6402026015046,Peilung Kaira 2.0 First Aid Kit XS Ochre,"Peilung Kaira 2.0 First Aid Kit for accessories & maintenance. XS / Ochre. Built for Nordic conditions, season after season.",14,17,First Aid Kit,XS,Ochre,pcs,1,1,0.026,true,,2024-12-25
1505,KOM-ACC-0012,6402026015053,Peilung Kaira 2.0 First Aid Kit S Ochre,Reliable first aid kit from Peilung's Kaira 2.0 range. S / Ochre. A wholesale staple for outdoor retailers.,14,17,First Aid Kit,S,Ochre,pcs,1,1,0.126,true,,2026-04-12
1506,KOM-ACC-0013,6402026015060,Peilung Kaira 2.0 First Aid Kit XXL Ochre,"Peilung Kaira 2.0: a first aid kit that balances weight, durability and price. XXL / Ochre. Retail-ready packaging.",14,17,First Aid Kit,XXL,Ochre,pcs,6,6,0.045,true,,2025-05-07
1507,KOM-ACC-0014,6402026015077,Peilung Kaira 2.0 First Aid Kit M Ochre,The Kaira 2.0 first aid kit by Peilung. M / Ochre. Popular with rental outfitters and clubs.,14,17,First Aid Kit,M,Ochre,pcs,1,1,0.022,true,,2022-04-01
1508,KOM-ACC-0015,6402026015084,Peilung Kulku Pro Trekking Poles 170 cm Midnight Blue,"Peilung Kulku Pro Trekking Poles for accessories & maintenance. 170 cm / Midnight Blue. Built for Nordic conditions, season after season.",14,17,Trekking Poles,170 cm,Midnight Blue,pcs,1,1,0.319,true,,2025-02-15
1509,KOM-ACC-0016,6402026015091,Peilung Kulku Pro Trekking Poles 220 cm Midnight Blue,Reliable trekking poles from Peilung's Kulku Pro range. 220 cm / Midnight Blue. A wholesale staple for outdoor retailers.,14,17,Trekking Poles,220 cm,Midnight Blue,pcs,1,1,0.367,true,,2021-09-06
1510,KOM-ACC-0017,6402026015107,Peilung Kulku Pro Trekking Poles 210 cm Midnight Blue,"Peilung Kulku Pro: a trekking poles that balances weight, durability and price. 210 cm / Midnight Blue. Retail-ready packaging.",14,17,Trekking Poles,210 cm,Midnight Blue,pcs,1,1,0.436,true,,2022-10-12
1511,KOM-ACC-0018,6402026015114,Peilung Hyrsky WP Liner Gloves XS Slate Grey,The Hyrsky WP liner gloves by Peilung. XS / Slate Grey. Popular with rental outfitters and clubs.,14,17,Liner Gloves,XS,Slate Grey,pcs,1,1,0.150,true,,2024-03-06
1512,KOM-ACC-0019,6402026015121,Peilung Hyrsky WP Liner Gloves M Slate Grey,"Peilung Hyrsky WP Liner Gloves for accessories & maintenance. M / Slate Grey. Built for Nordic conditions, season after season.",14,17,Liner Gloves,M,Slate Grey,pcs,1,1,0.095,true,,2022-06-12
1513,KOM-ACC-0020,6402026015138,Peilung Hyrsky WP Liner Gloves XXL Slate Grey,Reliable liner gloves from Peilung's Hyrsky WP range. XXL / Slate Grey. A wholesale staple for outdoor retailers.,14,17,Liner Gloves,XXL,Slate Grey,pcs,12,12,0.085,true,,2020-01-18
1514,KOM-ACC-0021,6402026015145,Peilung Hyrsky WP Liner Gloves L Slate Grey,"Peilung Hyrsky WP: a liner gloves that balances weight, durability and price. L / Slate Grey. Retail-ready packaging.",14,17,Liner Gloves,L,Slate Grey,pcs,1,1,0.173,true,,2024-08-08
1515,KOM-ACC-0022,6402026015152,Peilung Hyrsky WP Liner Gloves S Slate Grey,The Hyrsky WP liner gloves by Peilung. S / Slate Grey. Popular with rental outfitters and clubs.,14,17,Liner Gloves,S,Slate Grey,pcs,1,1,0.134,true,,2026-04-15
1516,KOM-ACC-0023,6402026015169,Peilung Nuten XT Trekking Poles 210 cm Sand,"Peilung Nuten XT Trekking Poles for accessories & maintenance. 210 cm / Sand. Built for Nordic conditions, season after season.",14,17,Trekking Poles,210 cm,Sand,pcs,1,1,0.305,true,,2023-03-09
1517,KOM-ACC-0024,6402026015176,Peilung Nuten XT Trekking Poles 125 cm Sand,Reliable trekking poles from Peilung's Nuten XT range. 125 cm / Sand. A wholesale staple for outdoor retailers.,14,17,Trekking Poles,125 cm,Sand,pcs,1,1,0.229,true,,2021-12-17
1518,KOM-ACC-0025,6402026015183,Peilung Nuten XT Trekking Poles 105 cm Sand,"Peilung Nuten XT: a trekking poles that balances weight, durability and price. 105 cm / Sand. Retail-ready packaging.",14,17,Trekking Poles,105 cm,Sand,pcs,1,1,0.540,true,,2025-02-10
1519,KOM-ACC-0026,6402026015190,Peilung Myrsky WP Liner Gloves L Moss Green,The Myrsky WP liner gloves by Peilung. L / Moss Green. Popular with rental outfitters and clubs.,14,17,Liner Gloves,L,Moss Green,pcs,12,12,0.044,true,,2020-07-28
1520,KOM-ACC-0027,6402026015206,Peilung Myrsky WP Liner Gloves XXL Moss Green,"Peilung Myrsky WP Liner Gloves for accessories & maintenance. XXL / Moss Green. Built for Nordic conditions, season after season.",14,17,Liner Gloves,XXL,Moss Green,pcs,1,1,0.034,true,,2024-05-07
1521,KOM-ACC-0028,6402026015213,Peilung Myrsky WP Liner Gloves XS Moss Green,Reliable liner gloves from Peilung's Myrsky WP range. XS / Moss Green. A wholesale staple for outdoor retailers.,14,17,Liner Gloves,XS,Moss Green,pcs,1,1,0.166,true,,2025-01-15
1522,KOM-ACC-0029,6402026015220,Peilung Myrsky Waterproofing Spray,"Peilung Myrsky: a waterproofing spray that balances weight, durability and price. Retail-ready packaging.",14,17,Waterproofing Spray,,,pcs,1,1,0.092,true,,2024-03-01
1523,KOM-ACC-0030,6402026015237,Peilung Loiste Lite Beanie Burnt Orange,The Loiste Lite beanie by Peilung. Burnt Orange. Popular with rental outfitters and clubs.,14,17,Beanie,Burnt Orange,Burnt Orange,pcs,1,1,0.057,true,,2024-01-10
1524,KOM-ACC-0031,6402026015244,Peilung Loiste Lite Beanie Ruby Red,"Peilung Loiste Lite Beanie for accessories & maintenance. Ruby Red. Built for Nordic conditions, season after season.",14,17,Beanie,Ruby Red,Ruby Red,pcs,6,6,0.112,true,,2022-10-14
1525,KOM-ACC-0032,6402026015251,Peilung Loiste Lite Beanie Graphite,Reliable beanie from Peilung's Loiste Lite range. Graphite. A wholesale staple for outdoor retailers.,14,17,Beanie,Graphite,Graphite,pcs,1,1,0.039,true,,2024-01-14
1526,KOM-ACC-0033,6402026015268,Peilung Hyrsky Pro Seam Sealer,"Peilung Hyrsky Pro: a seam sealer that balances weight, durability and price. Retail-ready packaging.",14,17,Seam Sealer,,,pcs,12,12,0.067,true,,2023-06-10
1527,KOM-ACC-0034,6402026015275,Peilung Kaira Seam Sealer,The Kaira seam sealer by Peilung. Popular with rental outfitters and clubs.,14,17,Seam Sealer,,,pcs,6,6,0.144,true,,2023-08-03
1528,KOM-ACC-0035,6402026015282,Peilung Myrsky Waterproofing Spray,"Peilung Myrsky Waterproofing Spray for accessories & maintenance. Built for Nordic conditions, season after season.",14,17,Waterproofing Spray,,,pcs,1,1,0.097,true,,2023-12-28
1529,KOM-ACC-0036,6402026015299,Peilung Ylläs Trekking Poles 115 cm Burnt Orange,Reliable trekking poles from Peilung's Ylläs range. 115 cm / Burnt Orange. A wholesale staple for outdoor retailers.,14,17,Trekking Poles,115 cm,Burnt Orange,pcs,1,1,0.364,true,,2020-06-10
1530,KOM-ACC-0037,6402026015305,Peilung Ylläs Trekking Poles 180 cm Burnt Orange,"Peilung Ylläs: a trekking poles that balances weight, durability and price. 180 cm / Burnt Orange. Retail-ready packaging.",14,17,Trekking Poles,180 cm,Burnt Orange,pcs,6,6,0.481,true,,2025-07-01
1531,KOM-ACC-0038,6402026015312,Peilung Ylläs Trekking Poles 220 cm Burnt Orange,The Ylläs trekking poles by Peilung. 220 cm / Burnt Orange. Popular with rental outfitters and clubs.,14,17,Trekking Poles,220 cm,Burnt Orange,pcs,1,1,0.140,true,,2023-06-12
1532,KOM-ACC-0039,6402026015329,Peilung Ylläs Trekking Poles 135 cm Burnt Orange,"Peilung Ylläs Trekking Poles for accessories & maintenance. 135 cm / Burnt Orange. Built for Nordic conditions, season after season.",14,17,Trekking Poles,135 cm,Burnt Orange,pcs,1,1,0.479,true,,2020-12-27
1533,KOM-ACC-0040,6402026015336,Peilung Trail Lite Trekking Poles 210 cm Forest,Reliable trekking poles from Peilung's Trail Lite range. 210 cm / Forest. A wholesale staple for outdoor retailers.,14,17,Trekking Poles,210 cm,Forest,pcs,6,6,0.026,true,,2019-07-08
1534,KOM-ACC-0041,6402026015343,Peilung Trail Lite Trekking Poles 105 cm Forest,"Peilung Trail Lite: a trekking poles that balances weight, durability and price. 105 cm / Forest. Retail-ready packaging.",14,17,Trekking Poles,105 cm,Forest,pcs,1,1,0.064,true,,2020-06-30
1535,KOM-ACC-0042,6402026015350,Peilung Trail Lite Trekking Poles 170 cm Forest,The Trail Lite trekking poles by Peilung. 170 cm / Forest. Popular with rental outfitters and clubs.,14,17,Trekking Poles,170 cm,Forest,pcs,1,1,0.236,true,,2025-06-09
1536,KOM-ACC-0043,6402026015367,Peilung Trail Lite Trekking Poles 220 cm Forest,"Peilung Trail Lite Trekking Poles for accessories & maintenance. 220 cm / Forest. Built for Nordic conditions, season after season.",14,17,Trekking Poles,220 cm,Forest,pcs,1,1,0.247,true,,2025-08-06
1537,KOM-ACC-0044,6402026015374,Peilung Trail Lite Trekking Poles 180 cm Forest,Reliable trekking poles from Peilung's Trail Lite range. 180 cm / Forest. A wholesale staple for outdoor retailers.,14,17,Trekking Poles,180 cm,Forest,pcs,1,1,0.207,true,,2021-03-07
1538,KOM-ACC-0045,6402026015381,Peilung Rauk II Liner Gloves XXL Black,"Peilung Rauk II: a liner gloves that balances weight, durability and price. XXL / Black. Retail-ready packaging.",14,17,Liner Gloves,XXL,Black,pcs,1,1,0.101,true,,2021-01-14
1539,KOM-ACC-0046,6402026015398,Peilung Rauk II Liner Gloves XS Black,The Rauk II liner gloves by Peilung. XS / Black. Popular with rental outfitters and clubs.,14,17,Liner Gloves,XS,Black,pcs,1,1,0.099,true,,2022-09-26
1540,KOM-ACC-0047,6402026015404,Peilung Rauk II Liner Gloves S Black,"Peilung Rauk II Liner Gloves for accessories & maintenance. S / Black. Built for Nordic conditions, season after season.",14,17,Liner Gloves,S,Black,pcs,1,1,0.016,true,,2023-05-13
1541,KOM-ACC-0048,6402026015411,Peilung Trail Pro Waterproofing Spray,Reliable waterproofing spray from Peilung's Trail Pro range. A wholesale staple for outdoor retailers.,14,17,Waterproofing Spray,,,pcs,1,1,0.116,true,,2024-11-22
1542,KOM-ACC-0049,6402026015428,Peilung Selja Waterproofing Spray,"Peilung Selja: a waterproofing spray that balances weight, durability and price. Retail-ready packaging.",14,17,Waterproofing Spray,,,pcs,1,1,0.009,true,,2023-09-11
1543,KOM-ACC-0050,6402026015435,Peilung Hyrsky II Beanie Graphite,The Hyrsky II beanie by Peilung. Graphite. Popular with rental outfitters and clubs.,14,17,Beanie,Graphite,Graphite,pcs,12,12,0.043,true,,2025-08-20
1544,KOM-ACC-0051,6402026015442,Peilung Pallas Eco Liner Gloves XS Slate Grey,"Peilung Pallas Eco Liner Gloves for accessories & maintenance. XS / Slate Grey. Built for Nordic conditions, season after season.",14,17,Liner Gloves,XS,Slate Grey,pcs,12,12,0.101,true,,2019-11-10
1545,KOM-ACC-0052,6402026015459,Peilung Pallas Eco Liner Gloves XXL Slate Grey,Reliable liner gloves from Peilung's Pallas Eco range. XXL / Slate Grey. A wholesale staple for outdoor retailers.,14,17,Liner Gloves,XXL,Slate Grey,pcs,1,1,0.101,true,,2020-07-22
1546,ISB-WIN-0001,6402026015466,Isbre Tind II Ski Poles 220 cm Deep Teal,"Isbre Tind II: a ski poles that balances weight, durability and price. 220 cm / Deep Teal. Retail-ready packaging.",10,18,Ski Poles,220 cm,Deep Teal,pcs,12,12,0.790,true,,2025-05-21
1547,ISB-WIN-0002,6402026015473,Isbre Tind II Ski Poles 105 cm Deep Teal,The Tind II ski poles by Isbre. 105 cm / Deep Teal. Popular with rental outfitters and clubs.,10,18,Ski Poles,105 cm,Deep Teal,pcs,1,1,1.082,true,,2025-01-23
1548,ISB-WIN-0003,6402026015480,Isbre Tind II Ski Poles 180 cm Deep Teal,"Isbre Tind II Ski Poles for winter sports. 180 cm / Deep Teal. Built for Nordic conditions, season after season.",10,18,Ski Poles,180 cm,Deep Teal,pcs,1,1,0.739,true,,2022-09-04
1549,ISB-WIN-0004,6402026015497,Isbre Tind II Ski Poles 160 cm Deep Teal,Reliable ski poles from Isbre's Tind II range. 160 cm / Deep Teal. A wholesale staple for outdoor retailers.,10,18,Ski Poles,160 cm,Deep Teal,pcs,6,6,0.321,true,,2022-02-19
1550,ISB-WIN-0005,6402026015503,Isbre Tind II Ski Poles 170 cm Deep Teal,"Isbre Tind II: a ski poles that balances weight, durability and price. 170 cm / Deep Teal. Retail-ready packaging.",10,18,Ski Poles,170 cm,Deep Teal,pcs,12,12,0.312,true,,2024-03-03
1551,ISB-WIN-0006,6402026015510,Isbre Suvanto 2.0 Avalanche Transceiver,The Suvanto 2.0 avalanche transceiver by Isbre. Popular with rental outfitters and clubs.,10,18,Avalanche Transceiver,,,pcs,12,12,1.470,true,,2025-11-01
1552,ISB-WIN-0007,6402026015527,Isbre Tundra Pro Climbing Skins 170 cm Midnight Blue,"Isbre Tundra Pro Climbing Skins for winter sports. 170 cm / Midnight Blue. Built for Nordic conditions, season after season.",10,18,Climbing Skins,170 cm,Midnight Blue,pcs,12,12,0.593,true,,2022-09-13
1553,ISB-WIN-0008,6402026015534,Isbre Tundra Pro Climbing Skins 115 cm Midnight Blue,Reliable climbing skins from Isbre's Tundra Pro range. 115 cm / Midnight Blue. A wholesale staple for outdoor retailers.,10,18,Climbing Skins,115 cm,Midnight Blue,pcs,1,1,0.746,true,,2019-09-13
1554,ISB-WIN-0009,6402026015541,Isbre Tundra Pro Climbing Skins 210 cm Midnight Blue,"Isbre Tundra Pro: a climbing skins that balances weight, durability and price. 210 cm / Midnight Blue. Retail-ready packaging.",10,18,Climbing Skins,210 cm,Midnight Blue,pcs,6,6,0.427,true,,2023-06-01
1555,ISB-WIN-0010,6402026015558,Isbre Tundra Pro Climbing Skins 220 cm Midnight Blue,The Tundra Pro climbing skins by Isbre. 220 cm / Midnight Blue. Popular with rental outfitters and clubs.,10,18,Climbing Skins,220 cm,Midnight Blue,pcs,1,1,0.841,true,,2021-03-13
1556,ISB-WIN-0011,6402026015565,Isbre Tundra Pro Climbing Skins 180 cm Midnight Blue,"Isbre Tundra Pro Climbing Skins for winter sports. 180 cm / Midnight Blue. Built for Nordic conditions, season after season.",10,18,Climbing Skins,180 cm,Midnight Blue,pcs,1,1,0.771,true,,2024-03-10
1557,ISB-WIN-0012,6402026015572,Isbre Skare WP Avalanche Probe,Reliable avalanche probe from Isbre's Skare WP range. A wholesale staple for outdoor retailers.,10,18,Avalanche Probe,,,pcs,12,12,0.432,true,,2023-06-13
1558,ISB-WIN-0013,6402026015589,Isbre Nuten Avalanche Transceiver,"Isbre Nuten: a avalanche transceiver that balances weight, durability and price. Retail-ready packaging.",10,18,Avalanche Transceiver,,,pcs,1,1,0.583,true,,2020-10-10
1559,ISB-WIN-0014,6402026015596,Isbre Ylläs XT Climbing Skins 160 cm Petrol,The Ylläs XT climbing skins by Isbre. 160 cm / Petrol. Popular with rental outfitters and clubs.,10,18,Climbing Skins,160 cm,Petrol,pcs,6,6,0.104,true,,2021-11-28
1560,ISB-WIN-0015,6402026015602,Isbre Ylläs XT Climbing Skins 115 cm Petrol,"Isbre Ylläs XT Climbing Skins for winter sports. 115 cm / Petrol. Built for Nordic conditions, season after season.",10,18,Climbing Skins,115 cm,Petrol,pcs,6,6,0.993,false,2022-02-15,2021-07-04
1561,ISB-WIN-0016,6402026015619,Isbre Ylläs XT Climbing Skins 180 cm Petrol,Reliable climbing skins from Isbre's Ylläs XT range. 180 cm / Petrol. A wholesale staple for outdoor retailers.,10,18,Climbing Skins,180 cm,Petrol,pcs,1,1,0.418,true,,2019-06-13
1562,ISB-WIN-0017,6402026015626,Isbre Skare Climbing Skins 180 cm Sand,"Isbre Skare: a climbing skins that balances weight, durability and price. 180 cm / Sand. Retail-ready packaging.",10,18,Climbing Skins,180 cm,Sand,pcs,1,1,0.631,true,,2020-06-23
1563,ISB-WIN-0018,6402026015633,Isbre Skare Climbing Skins 125 cm Sand,The Skare climbing skins by Isbre. 125 cm / Sand. Popular with rental outfitters and clubs.,10,18,Climbing Skins,125 cm,Sand,pcs,1,1,0.775,true,,2022-08-01
1564,ISB-WIN-0019,6402026015640,Isbre Skare Climbing Skins 135 cm Sand,"Isbre Skare Climbing Skins for winter sports. 135 cm / Sand. Built for Nordic conditions, season after season.",10,18,Climbing Skins,135 cm,Sand,pcs,1,1,0.898,true,,2020-03-06
1565,ISB-WIN-0020,6402026015657,Isbre Skare Climbing Skins 150 cm Sand,Reliable climbing skins from Isbre's Skare range. 150 cm / Sand. A wholesale staple for outdoor retailers.,10,18,Climbing Skins,150 cm,Sand,pcs,6,6,0.127,false,2022-04-11,2020-04-08
1566,ISB-WIN-0021,6402026015664,Isbre Skare Climbing Skins 210 cm Sand,"Isbre Skare: a climbing skins that balances weight, durability and price. 210 cm / Sand. Retail-ready packaging.",10,18,Climbing Skins,210 cm,Sand,pcs,1,1,1.118,true,,2022-03-09
1567,ISB-WIN-0022,6402026015671,Isbre Tundra II Touring Ski 170 cm Deep Teal,The Tundra II touring ski by Isbre. 170 cm / Deep Teal. Popular with rental outfitters and clubs.,10,18,Touring Ski,170 cm,Deep Teal,pcs,12,12,3.531,true,,2026-01-21
1568,ISB-WIN-0023,6402026015688,Isbre Tundra II Touring Ski 210 cm Deep Teal,"Isbre Tundra II Touring Ski for winter sports. 210 cm / Deep Teal. Built for Nordic conditions, season after season.",10,18,Touring Ski,210 cm,Deep Teal,pcs,1,1,0.937,false,2025-10-15,2022-08-28
1569,ISB-WIN-0024,6402026015695,Isbre Tundra II Touring Ski 220 cm Deep Teal,Reliable touring ski from Isbre's Tundra II range. 220 cm / Deep Teal. A wholesale staple for outdoor retailers.,10,18,Touring Ski,220 cm,Deep Teal,pcs,6,6,3.186,true,,2025-06-06
1570,ISB-WIN-0025,6402026015701,Isbre Skare Plus Snow Shovel Ochre,"Isbre Skare Plus: a snow shovel that balances weight, durability and price. Ochre. Retail-ready packaging.",10,18,Snow Shovel,Ochre,Ochre,pcs,12,12,0.690,true,,2025-07-20
1571,ISB-WIN-0026,6402026015718,Isbre Skare Plus Snow Shovel Moss Green,The Skare Plus snow shovel by Isbre. Moss Green. Popular with rental outfitters and clubs.,10,18,Snow Shovel,Moss Green,Moss Green,pcs,6,6,0.339,true,,2020-02-17
1572,ISB-WIN-0027,6402026015725,Isbre Skare Plus Snow Shovel Sand,"Isbre Skare Plus Snow Shovel for winter sports. Sand. Built for Nordic conditions, season after season.",10,18,Snow Shovel,Sand,Sand,pcs,1,1,0.321,true,,2023-04-28
1573,ISB-WIN-0028,6402026015732,Isbre Inari Climbing Skins 135 cm Sunset Yellow,Reliable climbing skins from Isbre's Inari range. 135 cm / Sunset Yellow. A wholesale staple for outdoor retailers.,10,18,Climbing Skins,135 cm,Sunset Yellow,pcs,1,1,0.579,true,,2020-05-09
1574,ISB-WIN-0029,6402026015749,Isbre Inari Climbing Skins 105 cm Sunset Yellow,"Isbre Inari: a climbing skins that balances weight, durability and price. 105 cm / Sunset Yellow. Retail-ready packaging.",10,18,Climbing Skins,105 cm,Sunset Yellow,pcs,6,6,0.455,true,,2023-01-01
1575,ISB-WIN-0030,6402026015756,Isbre Inari Climbing Skins 150 cm Sunset Yellow,The Inari climbing skins by Isbre. 150 cm / Sunset Yellow. Popular with rental outfitters and clubs.,10,18,Climbing Skins,150 cm,Sunset Yellow,pcs,12,12,0.870,true,,2019-02-06
1576,ISB-WIN-0031,6402026015763,Isbre Fjord Avalanche Transceiver,"Isbre Fjord Avalanche Transceiver for winter sports. Built for Nordic conditions, season after season.",10,18,Avalanche Transceiver,,,pcs,12,12,1.981,true,,2022-10-30
1577,ISB-WIN-0032,6402026015770,Isbre Loiste Eco Ski Goggles Forest,Reliable ski goggles from Isbre's Loiste Eco range. Forest. A wholesale staple for outdoor retailers.,10,18,Ski Goggles,Forest,Forest,pcs,6,6,0.349,true,,2019-12-11
1578,ISB-WIN-0033,6402026015787,Isbre Loiste Eco Ski Goggles Petrol,"Isbre Loiste Eco: a ski goggles that balances weight, durability and price. Petrol. Retail-ready packaging.",10,18,Ski Goggles,Petrol,Petrol,pcs,6,6,0.203,true,,2020-11-15
1579,ISB-WIN-0034,6402026015794,Isbre Loiste Eco Ski Goggles Sunset Yellow,The Loiste Eco ski goggles by Isbre. Sunset Yellow. Popular with rental outfitters and clubs.,10,18,Ski Goggles,Sunset Yellow,Sunset Yellow,pcs,6,6,0.896,true,,2019-07-29
1580,ISB-WIN-0035,6402026015800,Isbre Loiste Eco Ski Goggles Lichen,"Isbre Loiste Eco Ski Goggles for winter sports. Lichen. Built for Nordic conditions, season after season.",10,18,Ski Goggles,Lichen,Lichen,pcs,12,12,0.546,true,,2023-09-24
1581,ISB-WIN-0036,6402026015817,Isbre Kilpis II Snowshoes L Burnt Orange,Reliable snowshoes from Isbre's Kilpis II range. L / Burnt Orange. A wholesale staple for outdoor retailers.,10,18,Snowshoes,L,Burnt Orange,pcs,1,1,1.181,true,,2019-10-25
1582,ISB-WIN-0037,6402026015824,Isbre Kilpis II Snowshoes S Burnt Orange,"Isbre Kilpis II: a snowshoes that balances weight, durability and price. S / Burnt Orange. Retail-ready packaging.",10,18,Snowshoes,S,Burnt Orange,pcs,1,1,1.018,true,,2024-12-10
1583,ISB-WIN-0038,6402026015831,Isbre Kilpis II Snowshoes XS Burnt Orange,The Kilpis II snowshoes by Isbre. XS / Burnt Orange. Popular with rental outfitters and clubs.,10,18,Snowshoes,XS,Burnt Orange,pcs,12,12,0.618,true,,2022-01-12
1584,ISB-WIN-0039,6402026015848,Isbre Skare WP Ski Poles 220 cm Midnight Blue,"Isbre Skare WP Ski Poles for winter sports. 220 cm / Midnight Blue. Built for Nordic conditions, season after season.",10,18,Ski Poles,220 cm,Midnight Blue,pcs,6,6,0.768,true,,2020-07-07
1585,ISB-WIN-0040,6402026015855,Isbre Skare WP Ski Poles 160 cm Midnight Blue,Reliable ski poles from Isbre's Skare WP range. 160 cm / Midnight Blue. A wholesale staple for outdoor retailers.,10,18,Ski Poles,160 cm,Midnight Blue,pcs,1,1,0.649,true,,2025-01-11
1586,ISB-WIN-0041,6402026015862,Isbre Skare WP Ski Poles 105 cm Midnight Blue,"Isbre Skare WP: a ski poles that balances weight, durability and price. 105 cm / Midnight Blue. Retail-ready packaging.",10,18,Ski Poles,105 cm,Midnight Blue,pcs,6,6,0.327,true,,2019-03-28
1587,ISB-WIN-0042,6402026015879,Isbre Sylarna II Snow Shovel Deep Teal,The Sylarna II snow shovel by Isbre. Deep Teal. Popular with rental outfitters and clubs.,10,18,Snow Shovel,Deep Teal,Deep Teal,pcs,12,12,0.670,true,,2022-12-01
1588,ISB-ACC-0001,6402026015886,Isbre Suvanto Trekking Poles 125 cm Ruby Red,"Isbre Suvanto Trekking Poles for accessories & maintenance. 125 cm / Ruby Red. Built for Nordic conditions, season after season.",14,18,Trekking Poles,125 cm,Ruby Red,pcs,1,1,0.321,true,,2024-09-07
1589,ISB-ACC-0002,6402026015893,Isbre Suvanto Trekking Poles 115 cm Ruby Red,Reliable trekking poles from Isbre's Suvanto range. 115 cm / Ruby Red. A wholesale staple for outdoor retailers.,14,18,Trekking Poles,115 cm,Ruby Red,pcs,1,1,0.374,true,,2023-01-07
1590,ISB-ACC-0003,6402026015909,Isbre Suvanto Trekking Poles 160 cm Ruby Red,"Isbre Suvanto: a trekking poles that balances weight, durability and price. 160 cm / Ruby Red. Retail-ready packaging.",14,18,Trekking Poles,160 cm,Ruby Red,pcs,12,12,0.130,true,,2023-03-15
1591,ISB-ACC-0004,6402026015916,Isbre Varanger II Beanie Lichen,The Varanger II beanie by Isbre. Lichen. Popular with rental outfitters and clubs.,14,18,Beanie,Lichen,Lichen,pcs,6,6,0.048,true,,2024-02-08
1592,ISB-ACC-0005,6402026015923,Isbre Varanger II Beanie Graphite,"Isbre Varanger II Beanie for accessories & maintenance. Graphite. Built for Nordic conditions, season after season.",14,18,Beanie,Graphite,Graphite,pcs,1,1,0.175,true,,2021-11-09
1593,ISB-ACC-0006,6402026015930,Isbre Nordvik Liner Gloves XL Arctic White,Reliable liner gloves from Isbre's Nordvik range. XL / Arctic White. A wholesale staple for outdoor retailers.,14,18,Liner Gloves,XL,Arctic White,pcs,1,1,0.014,true,,2019-10-13
1594,ISB-ACC-0007,6402026015947,Isbre Nordvik Liner Gloves L Arctic White,"Isbre Nordvik: a liner gloves that balances weight, durability and price. L / Arctic White. Retail-ready packaging.",14,18,Liner Gloves,L,Arctic White,pcs,1,1,0.109,false,2026-04-12,2023-03-25
1595,ISB-ACC-0008,6402026015954,Isbre Polar Repair Kit,The Polar repair kit by Isbre. Popular with rental outfitters and clubs.,14,18,Repair Kit,,,pcs,6,6,0.046,true,,2023-07-07
