id,product_id,warehouse_id,moved_at,movement_type,quantity,reference,balance_after
26671,172,1,2025-12-02 10:30:36,SHIPMENT,-96,SH-2025-004506,12
26672,195,2,2025-12-02 10:34:24,RECEIPT,96,PO-2025-11614,96
26673,582,2,2025-12-02 10:41:38,RECEIPT,15,PO-2025-15274,15
26674,746,2,2025-12-02 10:42:42,RECEIPT,38,PO-2025-16764,38
26675,1993,2,2025-12-02 10:42:42,RECEIPT,34,PO-2025-27331,34
26676,629,2,2025-12-02 10:58:35,SHIPMENT,-24,SH-2025-003686,0
26677,811,2,2025-12-02 10:58:35,SHIPMENT,-2,SH-2025-003686,11
26678,823,2,2025-12-02 10:58:35,SHIPMENT,-30,SH-2025-003686,6
26679,1253,2,2025-12-02 11:07:07,RECEIPT,10,PO-2025-21104,10
26680,2651,1,2025-12-02 11:07:58,SHIPMENT,-2,SH-2025-003760,1
26681,68,2,2025-12-02 11:16:18,SHIPMENT,-2,SH-2025-003816,18
26682,2454,2,2025-12-02 11:27:06,SHIPMENT,-36,SH-2025-003932,60
26683,2630,2,2025-12-02 11:27:06,SHIPMENT,-24,SH-2025-003932,12
26684,2878,2,2025-12-02 11:27:06,SHIPMENT,-6,SH-2025-003932,18
26685,3176,2,2025-12-02 11:27:06,SHIPMENT,-8,SH-2025-003932,5
26686,2111,2,2025-12-02 11:28:49,RECEIPT,10,PO-2025-28282,10
26687,76,2,2025-12-02 11:39:14,RECEIPT,22,PO-2025-10600,22
26688,1789,2,2025-12-02 11:43:28,SHIPMENT,-4,SH-2025-004851,10
26689,2253,2,2025-12-02 11:43:28,SHIPMENT,-3,SH-2025-004851,26
26690,2701,2,2025-12-02 11:43:28,SHIPMENT,-18,SH-2025-004851,72
26691,3134,2,2025-12-02 11:43:28,SHIPMENT,-3,SH-2025-004851,24
26692,1402,2,2025-12-02 11:50:17,RECEIPT,60,PO-2025-22471,60
26693,1520,3,2025-12-02 11:57:37,RECEIPT,23,PO-2025-23444,23
26694,2387,2,2025-12-02 12:20:41,RECEIPT,28,PO-2025-30398,28
26695,205,2,2025-12-02 12:22:30,SHIPMENT,-12,SH-2025-004490,0
26696,2732,2,2025-12-02 12:22:30,SHIPMENT,-10,SH-2025-004490,0
26697,2930,2,2025-12-02 12:22:30,SHIPMENT,-6,SH-2025-004490,15
26698,205,2,2025-12-02 12:23:30,RECEIPT,240,PO-2025-11749,240
26699,883,1,2025-12-02 12:26:35,SHIPMENT,-2,SH-2025-003677,14
26700,1304,1,2025-12-02 12:26:35,SHIPMENT,-2,SH-2025-003677,3
26701,1410,1,2025-12-02 12:26:35,SHIPMENT,-24,SH-2025-003677,60
26702,1763,2,2025-12-02 12:39:12,RECEIPT,24,PO-2025-25390,24
26703,388,1,2025-12-02 12:43:18,SHIPMENT,-96,SH-2025-004545,156
26704,465,1,2025-12-02 12:43:18,SHIPMENT,-24,SH-2025-004545,12
26705,1903,1,2025-12-02 12:43:18,SHIPMENT,-12,SH-2025-004545,0
26706,2504,1,2025-12-02 12:43:18,SHIPMENT,-12,SH-2025-004545,60
26707,2562,1,2025-12-02 12:43:18,SHIPMENT,-24,SH-2025-004545,120
26708,2720,1,2025-12-02 12:43:18,SHIPMENT,-5,SH-2025-004545,10
26709,2988,1,2025-12-02 12:43:18,SHIPMENT,-24,SH-2025-004545,0
26710,3015,1,2025-12-02 12:43:18,SHIPMENT,-30,SH-2025-004545,72
26711,462,1,2025-12-02 12:47:06,RECEIPT,16,PO-2025-14009,16
26712,820,3,2025-12-02 12:48:12,SHIPMENT,-1,SH-2025-003738,0
26713,1153,1,2025-12-02 12:54:45,RECEIPT,20,PO-2025-20065,20
26714,2976,2,2025-12-02 13:02:42,RECEIPT,24,PO-2025-35697,24
26715,105,2,2025-12-02 13:03:43,SHIPMENT,-12,SH-2025-004590,48
26716,1312,2,2025-12-02 13:03:43,SHIPMENT,-30,SH-2025-004590,18
26717,1792,2,2025-12-02 13:03:43,SHIPMENT,-96,SH-2025-004590,72
26718,2149,2,2025-12-02 13:03:43,SHIPMENT,-18,SH-2025-004590,60
26719,2733,2,2025-12-02 13:03:43,SHIPMENT,-60,SH-2025-004590,84
26720,2870,2,2025-12-02 13:03:43,SHIPMENT,-5,SH-2025-004590,3
26721,1088,2,2025-12-02 13:09:49,RECEIPT,132,PO-2025-19519,132
26722,1153,2,2025-12-02 13:20:39,SHIPMENT,-3,SH-2025-004571,20
26723,907,1,2025-12-02 13:27:16,SHIPMENT,-24,SH-2025-003950,24
26724,944,1,2025-12-02 13:27:16,SHIPMENT,-2,SH-2025-003950,12
26725,1212,1,2025-12-02 13:27:16,SHIPMENT,-18,SH-2025-003950,54
26726,2697,1,2025-12-02 13:27:16,SHIPMENT,-3,SH-2025-003950,0
26727,157,2,2025-12-02 13:29:58,SHIPMENT,-6,SH-2025-003833,1
26728,2476,2,2025-12-02 13:29:58,SHIPMENT,-8,SH-2025-003833,0
26729,2645,2,2025-12-02 13:29:58,SHIPMENT,-4,SH-2025-003833,14
26730,3024,2,2025-12-02 13:29:58,SHIPMENT,-3,SH-2025-003833,6
26731,110,2,2025-12-02 13:42:42,RECEIPT,12,PO-2025-10882,12
26732,2519,1,2025-12-02 13:48:26,RECEIPT,9,PO-2025-31479,9
26733,1801,1,2025-12-02 13:52:13,SHIPMENT,-4,SH-2025-003944,19
26734,2596,1,2025-12-02 13:52:13,SHIPMENT,-12,SH-2025-003944,0
26735,2180,1,2025-12-02 14:00:33,RECEIPT,46,PO-2025-28796,46
26736,730,2,2025-12-02 14:05:29,RECEIPT,16,PO-2025-16560,16
26737,1160,2,2025-12-02 14:14:21,RECEIPT,26,PO-2025-20141,26
26738,3081,2,2025-12-02 14:17:42,SHIPMENT,-48,SH-2025-004369,12
26739,482,1,2025-12-02 14:20:09,SHIPMENT,-12,SH-2025-003808,108
26740,596,1,2025-12-02 14:20:09,SHIPMENT,-1,SH-2025-003808,16
26741,1730,1,2025-12-02 14:20:09,SHIPMENT,-2,SH-2025-003808,10
26742,2498,1,2025-12-02 14:20:09,SHIPMENT,-12,SH-2025-003808,5
26743,2570,1,2025-12-02 14:20:09,SHIPMENT,-24,SH-2025-003808,0
26744,2638,1,2025-12-02 14:20:09,SHIPMENT,-18,SH-2025-003808,12
26745,1114,2,2025-12-02 14:25:56,SHIPMENT,-12,SH-2025-004474,12
26746,2067,2,2025-12-02 14:39:12,RECEIPT,4,PO-2025-27910,4
26747,2182,1,2025-12-02 14:40:18,RECEIPT,8,PO-2025-28810,8
26748,481,2,2025-12-02 14:40:30,SHIPMENT,-3,SH-2025-004498,0
26749,2627,2,2025-12-02 14:40:30,SHIPMENT,-6,SH-2025-004498,30
26750,3064,2,2025-12-02 14:40:30,SHIPMENT,-1,SH-2025-004498,0
26751,2788,1,2025-12-02 14:51:01,RECEIPT,53,PO-2025-33888,53
26752,332,2,2025-12-02 14:56:02,SHIPMENT,-5,SH-2025-004104,2
26753,389,2,2025-12-02 14:56:02,SHIPMENT,-5,SH-2025-004104,6
26754,488,2,2025-12-02 14:56:02,SHIPMENT,-10,SH-2025-004104,20
26755,601,2,2025-12-02 14:56:02,SHIPMENT,-96,SH-2025-004104,0
26756,872,2,2025-12-02 14:56:02,SHIPMENT,-1,SH-2025-004104,5
26757,1091,2,2025-12-02 14:56:02,SHIPMENT,-20,SH-2025-004104,0
26758,2088,2,2025-12-02 14:56:02,SHIPMENT,-24,SH-2025-004104,96
26759,26,1,2025-12-02 15:12:03,SHIPMENT,-4,SH-2025-004994,11
26760,635,1,2025-12-02 15:12:03,SHIPMENT,-12,SH-2025-004994,42
26761,1162,1,2025-12-02 15:12:03,SHIPMENT,-48,SH-2025-004994,48
26762,1253,1,2025-12-02 15:12:03,SHIPMENT,-3,SH-2025-004994,0
26763,1553,1,2025-12-02 15:12:03,SHIPMENT,-3,SH-2025-004994,1
26764,1655,1,2025-12-02 15:12:03,SHIPMENT,-96,SH-2025-004994,0
26765,2725,1,2025-12-02 15:12:03,SHIPMENT,-5,SH-2025-004994,4
26766,3046,1,2025-12-02 15:12:03,SHIPMENT,-8,SH-2025-004994,8
26767,1253,1,2025-12-02 15:13:03,RECEIPT,25,PO-2025-21076,25
26768,3012,3,2025-12-02 15:21:12,RECEIPT,112,PO-2025-35983,112
26769,424,2,2025-12-02 15:25:09,SHIPMENT,-18,SH-2025-003621,0
26770,861,2,2025-12-02 15:25:09,SHIPMENT,-12,SH-2025-003621,38
26771,2518,2,2025-12-02 15:25:09,SHIPMENT,-1,SH-2025-003621,8
26772,2539,2,2025-12-02 15:25:09,SHIPMENT,-4,SH-2025-003621,10
26773,2890,2,2025-12-02 15:25:09,SHIPMENT,-3,SH-2025-003621,0
26774,2975,2,2025-12-02 15:25:09,SHIPMENT,-24,SH-2025-003621,24
26775,719,3,2025-12-02 15:37:13,SHIPMENT,-60,SH-2025-003120,0
26776,508,1,2025-12-02 15:57:15,SHIPMENT,-12,SH-2025-003636,0
26777,1005,1,2025-12-02 15:57:15,SHIPMENT,-1,SH-2025-003636,2
26778,1504,1,2025-12-02 15:57:15,SHIPMENT,-8,SH-2025-003636,0
26779,1504,1,2025-12-02 15:58:15,RECEIPT,8,PO-2025-23295,8
26780,1730,2,2025-12-02 16:14:21,RECEIPT,40,PO-2025-25035,40
26781,1548,1,2025-12-02 16:14:53,SHIPMENT,-12,SH-2025-004077,4
26782,42,1,2025-12-02 16:20:13,SHIPMENT,-4,SH-2025-004547,0
26783,602,1,2025-12-02 16:20:13,SHIPMENT,-2,SH-2025-004547,0
26784,1230,1,2025-12-02 16:20:13,SHIPMENT,-18,SH-2025-004547,0
26785,2546,1,2025-12-02 16:20:13,SHIPMENT,-12,SH-2025-004547,24
26786,2781,1,2025-12-02 16:20:13,SHIPMENT,-12,SH-2025-004547,24
26787,2855,1,2025-12-02 16:20:13,SHIPMENT,-1,SH-2025-004547,8
26788,3046,1,2025-12-02 16:20:13,SHIPMENT,-8,SH-2025-004547,0
26789,3046,1,2025-12-02 16:21:13,RECEIPT,13,PO-2025-36194,13
26790,367,2,2025-12-02 16:23:33,SHIPMENT,-10,SH-2025-004686,0
26791,924,2,2025-12-02 16:23:33,SHIPMENT,-10,SH-2025-004686,13
26792,1965,2,2025-12-02 16:23:33,SHIPMENT,-24,SH-2025-004686,0
26793,2645,2,2025-12-02 16:35:46,SHIPMENT,-8,SH-2025-004370,6
26794,488,2,2025-12-02 16:47:46,SHIPMENT,-20,SH-2025-003694,0
26795,1626,2,2025-12-02 16:47:46,SHIPMENT,-1,SH-2025-003694,21
26796,488,2,2025-12-02 16:48:46,RECEIPT,7,PO-2025-14400,7
26797,1038,1,2025-12-02 17:13:30,SHIPMENT,-6,SH-2025-003733,20
26798,2177,1,2025-12-02 17:13:30,SHIPMENT,-10,SH-2025-003733,0
26799,2546,1,2025-12-02 17:13:30,SHIPMENT,-12,SH-2025-003733,12
26800,2553,1,2025-12-02 17:13:30,SHIPMENT,-20,SH-2025-003733,0
26801,1325,1,2025-12-02 17:21:50,SHIPMENT,-3,SH-2025-004880,4
26802,1554,1,2025-12-02 17:21:50,SHIPMENT,-48,SH-2025-004880,36
26803,2818,1,2025-12-02 17:25:09,RECEIPT,11,PO-2025-34134,11
26804,481,1,2025-12-02 17:52:41,SHIPMENT,-10,SH-2025-004261,20
26805,1034,1,2025-12-02 18:04:57,SHIPMENT,-2,SH-2025-004544,0
26806,1277,1,2025-12-02 18:04:57,SHIPMENT,-2,SH-2025-004544,17
26807,2218,1,2025-12-02 18:04:57,SHIPMENT,-8,SH-2025-004544,6
26808,2448,1,2025-12-02 18:04:57,SHIPMENT,-12,SH-2025-004544,6
26809,274,2,2025-12-02 18:09:47,SHIPMENT,-60,SH-2025-004338,0
26810,396,2,2025-12-02 18:09:47,SHIPMENT,-12,SH-2025-004338,12
26811,410,2,2025-12-02 18:09:47,SHIPMENT,-6,SH-2025-004338,0
26812,430,2,2025-12-02 18:09:47,SHIPMENT,-24,SH-2025-004338,6
26813,1325,2,2025-12-02 18:09:47,SHIPMENT,-2,SH-2025-004338,8
26814,1428,2,2025-12-02 18:09:47,SHIPMENT,-60,SH-2025-004338,0
26815,2653,2,2025-12-02 18:09:47,SHIPMENT,-6,SH-2025-004338,12
26816,2930,2,2025-12-02 18:09:47,SHIPMENT,-10,SH-2025-004338,5
26817,167,2,2025-12-02 18:19:57,SHIPMENT,-3,SH-2025-004853,11
26818,1199,2,2025-12-02 18:19:57,SHIPMENT,-12,SH-2025-004853,30
26819,1801,2,2025-12-02 18:19:57,SHIPMENT,-12,SH-2025-004853,0
26820,2180,2,2025-12-02 18:19:57,SHIPMENT,-8,SH-2025-004853,25
26821,2618,2,2025-12-02 18:19:57,SHIPMENT,-48,SH-2025-004853,12
26822,1013,2,2025-12-02 18:38:34,SHIPMENT,-20,SH-2025-003983,0
26823,1107,2,2025-12-02 18:38:34,SHIPMENT,-96,SH-2025-003983,0
26824,1835,2,2025-12-02 18:38:34,SHIPMENT,-3,SH-2025-003983,0
26825,2106,1,2025-12-02 18:44:00,SHIPMENT,-30,SH-2025-004584,48
26826,2882,1,2025-12-02 18:44:00,SHIPMENT,-6,SH-2025-004584,12
26827,471,2,2025-12-02 18:45:18,SHIPMENT,-24,SH-2025-005030,120
26828,883,2,2025-12-02 18:45:18,SHIPMENT,-5,SH-2025-005030,26
26829,2964,2,2025-12-02 18:45:18,SHIPMENT,-2,SH-2025-005030,7
26830,1595,1,2025-12-02 19:24:28,RECEIPT,11,PO-2025-24037,11
26831,562,2,2025-12-03 01:19:09,RECEIPT,12,PO-2025-15082,12
26832,2963,2,2025-12-03 02:53:21,RECEIPT,19,PO-2025-35497,19
26833,165,2,2025-12-03 05:30:17,RECEIPT,25,PO-2025-11286,25
26834,911,2,2025-12-03 06:34:29,RECEIPT,24,PO-2025-18195,24
26835,2272,2,2025-12-03 07:45:48,RECEIPT,60,PO-2025-29602,60
26836,705,2,2025-12-03 08:40:16,RECEIPT,28,PO-2025-16356,28
26837,1734,1,2025-12-03 09:04:44,RECEIPT,11,PO-2025-25104,11
26838,2079,1,2025-12-03 09:17:47,RECEIPT,60,PO-2025-28000,60
26839,3201,2,2025-12-03 09:28:49,RECEIPT,192,PO-2025-37491,192
26840,718,2,2025-12-03 09:39:48,SHIPMENT,-48,SH-2025-005094,132
26841,1227,2,2025-12-03 09:39:48,SHIPMENT,-5,SH-2025-005094,4
26842,1333,2,2025-12-03 09:39:48,SHIPMENT,-3,SH-2025-005094,10
26843,2690,2,2025-12-03 09:39:48,SHIPMENT,-5,SH-2025-005094,0
26844,2964,2,2025-12-03 09:39:48,SHIPMENT,-5,SH-2025-005094,2
26845,706,2,2025-12-03 09:48:31,SHIPMENT,-1,SH-2025-004236,8
26846,1289,2,2025-12-03 09:48:31,SHIPMENT,-12,SH-2025-004236,66
26847,1387,2,2025-12-03 09:48:31,SHIPMENT,-24,SH-2025-004236,84
26848,42,2,2025-12-03 09:50:03,SHIPMENT,-5,SH-2025-004381,4
26849,921,2,2025-12-03 09:50:03,SHIPMENT,-4,SH-2025-004381,4
26850,971,2,2025-12-03 09:50:03,SHIPMENT,-6,SH-2025-004381,0
26851,1715,2,2025-12-03 09:50:03,SHIPMENT,-8,SH-2025-004381,5
26852,538,2,2025-12-03 09:53:31,SHIPMENT,-8,SH-2025-003699,0
26853,2373,2,2025-12-03 09:53:31,SHIPMENT,-48,SH-2025-003699,0
26854,565,1,2025-12-03 10:05:11,SHIPMENT,-12,SH-2025-003897,5
26855,731,1,2025-12-03 10:05:11,SHIPMENT,-18,SH-2025-003897,6
26856,1019,1,2025-12-03 10:05:11,SHIPMENT,-6,SH-2025-003897,0
26857,1727,1,2025-12-03 10:05:11,SHIPMENT,-4,SH-2025-003897,0
26858,180,1,2025-12-03 10:07:54,SHIPMENT,-6,SH-2025-004948,60
26859,229,1,2025-12-03 10:07:54,SHIPMENT,-2,SH-2025-004948,5
26860,438,1,2025-12-03 10:07:54,SHIPMENT,-2,SH-2025-004948,26
26861,1304,1,2025-12-03 10:07:54,SHIPMENT,-1,SH-2025-004948,2
26862,1741,1,2025-12-03 10:07:54,SHIPMENT,-3,SH-2025-004948,4
26863,1910,1,2025-12-03 10:07:54,SHIPMENT,-18,SH-2025-004948,0
26864,2651,1,2025-12-03 10:07:54,SHIPMENT,-1,SH-2025-004948,0
26865,2963,1,2025-12-03 10:07:54,SHIPMENT,-10,SH-2025-004948,21
26866,3041,1,2025-12-03 10:07:54,SHIPMENT,-6,SH-2025-004948,0
26867,3164,1,2025-12-03 10:07:54,SHIPMENT,-24,SH-2025-004948,84
26868,2651,1,2025-12-03 10:08:54,RECEIPT,13,PO-2025-32757,13
26869,2766,2,2025-12-03 10:13:59,RECEIPT,16,PO-2025-33697,16
26870,753,3,2025-12-03 10:14:27,RECEIPT,168,PO-2025-16818,168
26871,1322,2,2025-12-03 10:21:11,RECEIPT,30,PO-2025-21783,30
26872,192,1,2025-12-03 10:30:42,SHIPMENT,-12,SH-2025-004616,0
26873,1201,1,2025-12-03 10:30:42,SHIPMENT,-3,SH-2025-004616,10
26874,1292,1,2025-12-03 10:30:42,SHIPMENT,-10,SH-2025-004616,0
26875,1385,1,2025-12-03 10:30:42,SHIPMENT,-30,SH-2025-004616,0
26876,1946,1,2025-12-03 10:30:42,SHIPMENT,-1,SH-2025-004616,0
26877,1994,1,2025-12-03 10:30:42,SHIPMENT,-2,SH-2025-004616,30
26878,2218,1,2025-12-03 10:30:42,SHIPMENT,-2,SH-2025-004616,4
26879,2392,1,2025-12-03 10:30:42,SHIPMENT,-12,SH-2025-004616,0
26880,2546,1,2025-12-03 10:30:42,SHIPMENT,-12,SH-2025-004616,0
26881,2959,1,2025-12-03 10:30:42,SHIPMENT,-6,SH-2025-004616,0
26882,26,2,2025-12-03 10:31:33,SHIPMENT,-1,SH-2025-004653,24
26883,483,2,2025-12-03 10:31:33,SHIPMENT,-6,SH-2025-004653,15
26884,934,2,2025-12-03 10:31:33,SHIPMENT,-6,SH-2025-004653,42
26885,1230,2,2025-12-03 10:31:33,SHIPMENT,-18,SH-2025-004653,48
26886,2942,2,2025-12-03 10:31:33,SHIPMENT,-96,SH-2025-004653,36
26887,360,2,2025-12-03 10:46:56,SHIPMENT,-24,SH-2025-003647,18
26888,711,2,2025-12-03 10:46:56,SHIPMENT,-10,SH-2025-003647,22
26889,1803,2,2025-12-03 10:46:56,SHIPMENT,-4,SH-2025-003647,30
26890,171,2,2025-12-03 10:50:22,SHIPMENT,-18,SH-2025-003918,24
26891,465,2,2025-12-03 10:50:22,SHIPMENT,-24,SH-2025-003918,96
26892,1612,2,2025-12-03 10:50:22,SHIPMENT,-30,SH-2025-003918,24
26893,2901,2,2025-12-03 10:50:22,SHIPMENT,-2,SH-2025-003918,14
26894,2910,2,2025-12-03 10:50:22,SHIPMENT,-8,SH-2025-003918,6
26895,184,2,2025-12-03 10:52:17,SHIPMENT,-12,SH-2025-005103,36
26896,478,2,2025-12-03 10:52:17,SHIPMENT,-24,SH-2025-005103,24
26897,1171,2,2025-12-03 10:52:17,SHIPMENT,-12,SH-2025-005103,36
26898,2911,2,2025-12-03 10:52:17,SHIPMENT,-1,SH-2025-005103,0
26899,2974,2,2025-12-03 10:52:17,SHIPMENT,-1,SH-2025-005103,6
26900,3183,2,2025-12-03 10:52:17,SHIPMENT,-48,SH-2025-005103,0
26901,193,2,2025-12-03 10:55:25,SHIPMENT,-2,SH-2025-004012,0
26902,1161,2,2025-12-03 10:55:25,SHIPMENT,-12,SH-2025-004012,0
26903,1792,2,2025-12-03 10:55:25,SHIPMENT,-36,SH-2025-004012,36
26904,167,2,2025-12-03 10:59:25,SHIPMENT,-10,SH-2025-003809,1
26905,516,2,2025-12-03 10:59:25,SHIPMENT,-3,SH-2025-003809,0
26906,631,2,2025-12-03 10:59:25,SHIPMENT,-2,SH-2025-003809,12
26907,1020,2,2025-12-03 10:59:25,SHIPMENT,-8,SH-2025-003809,0
26908,1071,2,2025-12-03 10:59:25,SHIPMENT,-12,SH-2025-003809,6
26909,1215,2,2025-12-03 10:59:25,SHIPMENT,-8,SH-2025-003809,0
26910,1502,2,2025-12-03 10:59:25,SHIPMENT,-6,SH-2025-003809,0
26911,2169,2,2025-12-03 10:59:25,SHIPMENT,-4,SH-2025-003809,10
26912,3040,2,2025-12-03 10:59:25,SHIPMENT,-60,SH-2025-003809,48
26913,3160,2,2025-12-03 10:59:25,SHIPMENT,-10,SH-2025-003809,12
26914,1502,2,2025-12-03 11:00:25,RECEIPT,54,PO-2025-23258,54
26915,793,1,2025-12-03 11:05:31,RECEIPT,40,PO-2025-17181,40
26916,488,2,2025-12-03 11:07:07,SHIPMENT,-4,SH-2025-005102,3
26917,900,2,2025-12-03 11:07:07,SHIPMENT,-2,SH-2025-005102,25
26918,920,2,2025-12-03 11:07:07,SHIPMENT,-1,SH-2025-005102,1
26919,1124,2,2025-12-03 11:07:07,SHIPMENT,-12,SH-2025-005102,72
26920,1253,2,2025-12-03 11:07:07,SHIPMENT,-10,SH-2025-005102,0
26921,1274,2,2025-12-03 11:07:07,SHIPMENT,-6,SH-2025-005102,54
26922,1752,2,2025-12-03 11:07:07,SHIPMENT,-5,SH-2025-005102,0
26923,2544,2,2025-12-03 11:07:07,SHIPMENT,-30,SH-2025-005102,36
26924,1253,2,2025-12-03 11:08:07,RECEIPT,26,PO-2025-21105,26
26925,1508,2,2025-12-03 11:36:26,SHIPMENT,-12,SH-2025-003908,2
26926,341,2,2025-12-03 11:39:09,SHIPMENT,-10,SH-2025-004178,0
26927,671,2,2025-12-03 11:39:09,SHIPMENT,-6,SH-2025-004178,0
26928,897,2,2025-12-03 11:39:09,SHIPMENT,-2,SH-2025-004178,17
26929,1502,2,2025-12-03 11:39:09,SHIPMENT,-24,SH-2025-004178,30
26930,1590,2,2025-12-03 11:39:09,SHIPMENT,-96,SH-2025-004178,24
26931,2624,2,2025-12-03 11:39:09,SHIPMENT,-30,SH-2025-004178,0
26932,2625,2,2025-12-03 11:39:09,SHIPMENT,-6,SH-2025-004178,6
26933,671,2,2025-12-03 11:40:09,RECEIPT,66,PO-2025-16102,66
26934,1578,2,2025-12-03 11:43:52,SHIPMENT,-12,SH-2025-004502,0
26935,1792,2,2025-12-03 11:43:52,SHIPMENT,-36,SH-2025-004502,0
26936,2088,2,2025-12-03 11:43:52,SHIPMENT,-96,SH-2025-004502,0
26937,2633,2,2025-12-03 11:43:52,SHIPMENT,-12,SH-2025-004502,24
26938,2891,2,2025-12-03 11:43:52,SHIPMENT,-18,SH-2025-004502,12
26939,1792,2,2025-12-03 11:44:52,RECEIPT,60,PO-2025-25647,60
26940,274,1,2025-12-03 11:51:17,SHIPMENT,-36,SH-2025-004581,48
26941,596,1,2025-12-03 11:51:17,SHIPMENT,-5,SH-2025-004581,11
26942,1481,1,2025-12-03 11:51:17,SHIPMENT,-1,SH-2025-004581,0
26943,1792,1,2025-12-03 11:51:17,SHIPMENT,-24,SH-2025-004581,24
26944,2720,2,2025-12-03 11:52:14,RECEIPT,5,PO-2025-33348,5
26945,2500,1,2025-12-03 12:01:24,RECEIPT,6,PO-2025-31307,6
26946,1763,1,2025-12-03 12:10:36,SHIPMENT,-6,SH-2025-004922,42
26947,2597,1,2025-12-03 12:10:36,SHIPMENT,-12,SH-2025-004922,43
26948,2078,1,2025-12-03 12:23:38,RECEIPT,72,PO-2025-27994,72
26949,1289,1,2025-12-03 12:27:37,RECEIPT,48,PO-2025-21424,48
26950,1896,2,2025-12-03 12:38:07,SHIPMENT,-6,SH-2025-004277,38
26951,2210,2,2025-12-03 12:38:07,SHIPMENT,-8,SH-2025-004277,7
26952,2735,2,2025-12-03 12:38:07,SHIPMENT,-2,SH-2025-004277,10
26953,193,2,2025-12-03 12:42:42,RECEIPT,18,PO-2025-11582,18
26954,117,1,2025-12-03 13:09:49,SHIPMENT,-10,SH-2025-004995,0
26955,481,1,2025-12-03 13:09:49,SHIPMENT,-20,SH-2025-004995,0
26956,1330,1,2025-12-03 13:09:49,SHIPMENT,-12,SH-2025-004995,0
26957,1504,1,2025-12-03 13:09:49,SHIPMENT,-8,SH-2025-004995,0
26958,1617,1,2025-12-03 13:09:49,SHIPMENT,-3,SH-2025-004995,4
26959,1747,1,2025-12-03 13:09:49,SHIPMENT,-30,SH-2025-004995,0
26960,2954,1,2025-12-03 13:09:49,SHIPMENT,-12,SH-2025-004995,1
26961,2974,1,2025-12-03 13:09:49,SHIPMENT,-2,SH-2025-004995,13
26962,665,3,2025-12-03 13:14:38,SHIPMENT,-60,SH-2025-004692,96
26963,1000,3,2025-12-03 13:14:38,SHIPMENT,-4,SH-2025-004692,0
26964,2597,2,2025-12-03 13:22:26,RECEIPT,58,PO-2025-32172,58
26965,1255,2,2025-12-03 13:34:41,RECEIPT,42,PO-2025-21142,42
26966,1311,1,2025-12-03 13:42:56,RECEIPT,3,PO-2025-21654,3
26967,564,1,2025-12-03 13:46:17,SHIPMENT,-12,SH-2025-004394,4
26968,2460,1,2025-12-03 13:46:17,SHIPMENT,-12,SH-2025-004394,8
26969,2750,1,2025-12-03 13:46:17,SHIPMENT,-18,SH-2025-004394,6
26970,288,2,2025-12-03 13:47:02,SHIPMENT,-1,SH-2025-005095,1
26971,954,2,2025-12-03 13:47:02,SHIPMENT,-12,SH-2025-005095,48
26972,1379,2,2025-12-03 13:47:02,SHIPMENT,-1,SH-2025-005095,0
26973,1537,2,2025-12-03 13:47:02,SHIPMENT,-5,SH-2025-005095,12
26974,2506,2,2025-12-03 13:47:02,SHIPMENT,-2,SH-2025-005095,6
26975,565,2,2025-12-03 13:50:17,SHIPMENT,-8,SH-2025-005054,2
26976,820,2,2025-12-03 13:50:17,SHIPMENT,-10,SH-2025-005054,3
26977,1032,2,2025-12-03 13:50:17,SHIPMENT,-20,SH-2025-005054,0
26978,1402,2,2025-12-03 13:50:17,SHIPMENT,-60,SH-2025-005054,0
26979,1633,2,2025-12-03 13:50:17,SHIPMENT,-6,SH-2025-005054,24
26980,2608,2,2025-12-03 13:50:17,SHIPMENT,-20,SH-2025-005054,8
26981,2922,2,2025-12-03 13:50:17,SHIPMENT,-18,SH-2025-005054,12
26982,1032,2,2025-12-03 13:51:17,RECEIPT,24,PO-2025-19091,24
26983,1402,2,2025-12-03 13:51:17,RECEIPT,96,PO-2025-22472,96
26984,1448,2,2025-12-03 13:56:50,SHIPMENT,-48,SH-2025-004367,18
26985,2256,2,2025-12-03 13:56:50,SHIPMENT,-4,SH-2025-004367,12
26986,462,3,2025-12-03 14:08:36,SHIPMENT,-2,SH-2025-003826,0
26987,206,1,2025-12-03 14:08:55,SHIPMENT,-4,SH-2025-004409,25
26988,1001,1,2025-12-03 14:08:55,SHIPMENT,-60,SH-2025-004409,0
26989,1626,1,2025-12-03 14:08:55,SHIPMENT,-8,SH-2025-004409,10
26990,2750,1,2025-12-03 14:08:55,SHIPMENT,-6,SH-2025-004409,0
26991,852,1,2025-12-03 14:19:40,SHIPMENT,-96,SH-2025-004507,24
26992,515,2,2025-12-03 14:25:19,SHIPMENT,-24,SH-2025-004345,48
26993,819,2,2025-12-03 14:25:19,SHIPMENT,-4,SH-2025-004345,14
26994,2224,2,2025-12-03 14:25:19,SHIPMENT,-1,SH-2025-004345,6
26995,2567,2,2025-12-03 14:25:19,SHIPMENT,-10,SH-2025-004345,0
26996,488,1,2025-12-03 14:33:00,SHIPMENT,-3,SH-2025-003705,3
26997,271,2,2025-12-03 14:34:41,RECEIPT,6,PO-2025-12387,6
26998,589,2,2025-12-03 14:40:35,RECEIPT,6,PO-2025-15339,6
26999,582,2,2025-12-03 14:41:38,SHIPMENT,-10,SH-2025-005044,5
27000,1254,2,2025-12-03 14:55:03,SHIPMENT,-2,SH-2025-004713,23
