id,shipment_id,event_time,event_type,location,note
38105,6254,2026-02-09 09:48:02,PICKED,Göteborg,192 units picked
38106,6254,2026-02-09 11:48:02,PACKED,Göteborg,32 parcel(s)
38107,6254,2026-02-09 18:44:18,DISPATCHED,Göteborg,Handed to Polarpost
38108,6254,2026-02-10 06:05:03,HUB_SCAN,Taulov terminal,Arrived at terminal
38109,6254,2026-02-10 10:17:52,DELIVERY_ATTEMPTED,Odense,"Receiver closed, new attempt next working day"
38110,6254,2026-02-11 07:40:00,OUT_FOR_DELIVERY,Odense,
38111,6254,2026-02-11 12:52:34,DELIVERED,Odense,Signed by L. Christensen
38112,6255,2026-02-10 07:47:37,PICKED,Göteborg,41 units picked
38113,6255,2026-02-10 09:47:37,PACKED,Göteborg,7 parcel(s)
38114,6255,2026-02-11 13:01:28,DISPATCHED,Göteborg,Handed to Nordfrakt
38115,6255,2026-02-12 05:08:34,HUB_SCAN,Taulov terminal,Arrived at terminal
38116,6255,2026-02-13 07:20:00,OUT_FOR_DELIVERY,Roskilde,
38117,6255,2026-02-13 13:27:50,DELIVERED,Roskilde,Signed at goods entrance
38118,6256,2026-03-03 10:17:41,PICKED,Göteborg,10 units picked
38119,6256,2026-03-03 13:17:41,PACKED,Göteborg,2 parcel(s)
38120,6256,2026-03-04 10:07:46,DISPATCHED,Göteborg,Handed to Nordfrakt
38121,6256,2026-03-05 06:25:03,HUB_SCAN,Taulov terminal,Arrived at terminal
38122,6256,2026-03-09 07:28:00,OUT_FOR_DELIVERY,Aalborg,
38123,6256,2026-03-09 09:21:26,DELIVERED,Aalborg,Signed by Freja Sørensen
38124,6257,2026-02-12 08:42:06,PICKED,Oslo,17 units picked
38125,6257,2026-02-12 11:42:06,PACKED,Oslo,3 parcel(s)
38126,6257,2026-02-12 09:20:42,DISPATCHED,Oslo,Handed to Polarpost
38127,6257,2026-02-13 01:29:19,HUB_SCAN,"Alnabru terminal, Oslo",Arrived at terminal
38128,6257,2026-02-16 07:26:00,OUT_FOR_DELIVERY,Bodø,
38129,6257,2026-02-16 08:01:46,DELIVERED,Bodø,Signed by Vegard Pedersen
38130,6258,2026-03-09 08:17:37,PICKED,Oslo,3 units picked
38131,6258,2026-03-09 12:17:37,PACKED,Oslo,1 parcel(s)
38132,6258,2026-03-10 11:38:04,DISPATCHED,Oslo,Handed to Polarpost
38133,6258,2026-03-11 05:43:30,HUB_SCAN,"Alnabru terminal, Oslo",Arrived at terminal
38134,6258,2026-03-12 07:58:00,OUT_FOR_DELIVERY,Bodø,
38135,6258,2026-03-12 11:45:52,DELIVERED,Bodø,Signed at goods entrance
38136,6259,2026-02-24 10:27:07,PICKED,Göteborg,8 units picked
38137,6259,2026-02-24 14:27:07,PACKED,Göteborg,2 parcel(s)
38138,6259,2026-02-25 11:00:28,DISPATCHED,Göteborg,Handed to Polarpost
38139,6259,2026-02-26 06:32:00,HUB_SCAN,Örebro terminal,Arrived at terminal
38140,6259,2026-02-27 07:05:00,OUT_FOR_DELIVERY,Göteborg,
38141,6259,2026-02-27 09:28:11,DELIVERED,Göteborg,Signed by Henrik Olsson
38142,6260,2026-02-19 08:46:57,PICKED,Göteborg,128 units picked
38143,6260,2026-02-19 11:46:57,PACKED,Göteborg,2 pallet(s)
38144,6260,2026-02-19 09:02:46,DISPATCHED,Göteborg,Handed to Kalott Freight
38145,6260,2026-02-20 00:11:23,HUB_SCAN,"Alnabru terminal, Oslo",Arrived at terminal
38146,6260,2026-02-23 07:39:00,OUT_FOR_DELIVERY,Oslo,
38147,6260,2026-02-23 10:16:29,DELIVERED,Oslo,Signed at goods entrance
38148,6261,2026-02-11 10:33:51,PICKED,Göteborg,38 units picked
38149,6261,2026-02-11 13:33:51,PACKED,Göteborg,1 pallet(s)
38150,6261,2026-02-12 14:52:47,DISPATCHED,Göteborg,Handed to Polarpost
38151,6261,2026-02-13 06:42:42,HUB_SCAN,"Alnabru terminal, Oslo",Arrived at terminal
38152,6261,2026-02-16 07:35:00,OUT_FOR_DELIVERY,Ålesund,
38153,6261,2026-02-16 15:06:47,DELIVERED,Ålesund,Left at loading bay as instructed
38154,6262,2026-02-27 11:50:26,PICKED,Vantaa,18 units picked
38155,6262,2026-02-27 13:50:26,PACKED,Vantaa,3 parcel(s)
38156,6262,2026-03-02 11:51:32,DISPATCHED,Vantaa,Handed to Baltic Freight Line
38157,6262,2026-03-03 01:47:54,HUB_SCAN,Vantaa hub,Arrived at terminal
38158,6262,2026-03-03 20:33:09,DELAYED,Vantaa hub,Weather: road closed
38159,6262,2026-03-09 07:40:00,OUT_FOR_DELIVERY,Rovaniemi,
38160,6262,2026-03-09 12:49:38,DELIVERED,Rovaniemi,Signed by A. Hämäläinen
38161,6263,2026-02-06 09:47:18,PICKED,Vantaa,10 units picked
38162,6263,2026-02-06 13:47:18,PACKED,Vantaa,2 parcel(s)
38163,6263,2026-02-09 17:30:34,DISPATCHED,Vantaa,Handed to Polarpost
38164,6263,2026-02-10 05:23:30,HUB_SCAN,Vantaa hub,Arrived at terminal
38165,6263,2026-02-11 07:52:00,OUT_FOR_DELIVERY,Tampere,
38166,6263,2026-02-11 08:13:27,DELIVERED,Tampere,Signed at goods entrance
38167,6264,2026-02-13 11:53:46,PICKED,Oslo,32 units picked
38168,6264,2026-02-13 13:53:46,PACKED,Oslo,6 parcel(s)
38169,6264,2026-02-16 10:18:36,DISPATCHED,Oslo,Handed to Kalott Freight
38170,6264,2026-02-17 02:48:51,HUB_SCAN,"Alnabru terminal, Oslo",Arrived at terminal
38171,6264,2026-02-20 07:20:00,OUT_FOR_DELIVERY,Ålesund,
38172,6264,2026-02-20 08:42:35,DELIVERED,Ålesund,Left at loading bay as instructed
38173,6265,2026-02-17 06:16:34,PICKED,Vantaa,24 units picked
38174,6265,2026-02-17 08:16:34,PACKED,Vantaa,4 parcel(s)
38175,6265,2026-02-17 17:40:24,DISPATCHED,Vantaa,Handed to Polarpost
38176,6265,2026-02-18 02:15:44,HUB_SCAN,Tallinn terminal,Arrived at terminal
38177,6265,2026-02-20 07:02:00,OUT_FOR_DELIVERY,Tallinn,
38178,6265,2026-02-20 08:23:19,DELIVERED,Tallinn,Left at loading bay as instructed
38179,6266,2026-02-18 06:40:35,PICKED,Vantaa,39 units picked
38180,6266,2026-02-18 08:40:35,PACKED,Vantaa,7 parcel(s)
38181,6266,2026-02-18 17:20:18,DISPATCHED,Vantaa,Handed to Polarpost
38182,6266,2026-02-19 03:04:28,HUB_SCAN,Vantaa hub,Arrived at terminal
38183,6266,2026-02-20 07:14:00,OUT_FOR_DELIVERY,Hämeenlinna,
38184,6266,2026-02-20 13:07:08,DELIVERED,Hämeenlinna,Signed by Matti Lehto
38185,6267,2026-02-27 11:00:30,PICKED,Göteborg,94 units picked
38186,6267,2026-02-27 13:00:30,PACKED,Göteborg,16 parcel(s)
38187,6267,2026-02-27 15:02:22,DISPATCHED,Göteborg,Handed to Nordfrakt
38188,6267,2026-03-02 03:15:42,HUB_SCAN,Örebro terminal,Arrived at terminal
38189,6267,2026-03-02 07:47:00,OUT_FOR_DELIVERY,Sundsvall,
38190,6267,2026-03-02 14:12:36,DELIVERED,Sundsvall,Left at loading bay as instructed
38191,6268,2026-02-12 11:12:09,PICKED,Göteborg,44 units picked
38192,6268,2026-02-12 12:12:09,PACKED,Göteborg,8 parcel(s)
38193,6268,2026-02-13 09:15:30,DISPATCHED,Göteborg,Handed to Polarpost
38194,6268,2026-02-16 00:43:44,HUB_SCAN,Örebro terminal,Arrived at terminal
38195,6268,2026-02-16 07:04:00,OUT_FOR_DELIVERY,Östersund,
38196,6268,2026-02-16 15:19:39,DELIVERED,Östersund,Signed by K. Strand
38197,6269,2026-02-24 06:29:26,PICKED,Göteborg,30 units picked
38198,6269,2026-02-24 09:29:26,PACKED,Göteborg,5 parcel(s)
38199,6269,2026-02-25 18:33:21,DISPATCHED,Göteborg,Handed to Polarpost
38200,6269,2026-02-26 00:28:53,HUB_SCAN,Örebro terminal,Arrived at terminal
38201,6269,2026-03-02 07:46:00,OUT_FOR_DELIVERY,Östersund,
38202,6269,2026-03-02 11:05:45,DELIVERED,Östersund,Signed by K. Strand
38203,6270,2026-02-25 08:06:09,PICKED,Göteborg,66 units picked
38204,6270,2026-02-25 12:06:09,PACKED,Göteborg,11 parcel(s)
38205,6270,2026-02-25 14:16:59,DISPATCHED,Göteborg,Handed to Polarpost
38206,6270,2026-02-26 02:18:07,HUB_SCAN,"Alnabru terminal, Oslo",Arrived at terminal
38207,6270,2026-03-02 14:35:11,DELAYED,"Alnabru terminal, Oslo",Weather: road closed
38208,6270,2026-03-03 07:55:00,OUT_FOR_DELIVERY,Tromsø,
38209,6270,2026-03-03 10:12:27,DELIVERED,Tromsø,Signed by Marit Johansen
38210,6271,2026-02-16 06:32:26,PICKED,Göteborg,100 units picked
38211,6271,2026-02-16 08:32:26,PACKED,Göteborg,1 pallet(s)
38212,6271,2026-02-17 09:59:07,DISPATCHED,Göteborg,Handed to Nordfrakt
38213,6271,2026-02-18 05:30:01,HUB_SCAN,Örebro terminal,Arrived at terminal
38214,6271,2026-02-19 07:16:00,OUT_FOR_DELIVERY,Östersund,
38215,6271,2026-02-19 10:06:08,DELIVERED,Östersund,Signed at goods entrance
38216,6272,2026-02-17 09:46:15,PICKED,Göteborg,154 units picked
38217,6272,2026-02-17 12:46:15,PACKED,Göteborg,1 pallet(s)
38218,6272,2026-02-18 12:02:22,DISPATCHED,Göteborg,Handed to Baltic Freight Line
38219,6272,2026-02-19 01:05:11,HUB_SCAN,"Alnabru terminal, Oslo",Arrived at terminal
38220,6272,2026-02-20 07:14:00,OUT_FOR_DELIVERY,Bodø,
38221,6272,2026-02-20 08:56:29,DELIVERED,Bodø,Signed by K. Larsen
38222,6273,2026-02-12 11:34:38,PICKED,Göteborg,10 units picked
38223,6273,2026-02-12 15:34:38,PACKED,Göteborg,2 parcel(s)
38224,6273,2026-02-13 17:21:56,DISPATCHED,Göteborg,Handed to Nordfrakt
38225,6273,2026-02-16 00:16:11,HUB_SCAN,Örebro terminal,Arrived at terminal
38226,6273,2026-02-16 07:57:00,OUT_FOR_DELIVERY,Linköping,
38227,6273,2026-02-16 14:35:45,DELIVERED,Linköping,Signed by E. Nilsson
38228,6274,2026-02-25 08:17:09,PICKED,Göteborg,26 units picked
38229,6274,2026-02-25 09:17:09,PACKED,Göteborg,5 parcel(s)
38230,6274,2026-02-25 17:27:55,DISPATCHED,Göteborg,Handed to Botnia Cargo
38231,6274,2026-02-26 00:10:16,HUB_SCAN,Örebro terminal,Arrived at terminal
38232,6274,2026-03-02 07:07:00,OUT_FOR_DELIVERY,Göteborg,
38233,6274,2026-03-02 12:10:52,DELIVERED,Göteborg,Signed by E. Gustafsson
38234,6275,2026-03-03 09:14:20,PICKED,Göteborg,35 units picked
38235,6275,2026-03-03 12:14:20,PACKED,Göteborg,6 parcel(s)
38236,6275,2026-03-03 16:44:19,DISPATCHED,Göteborg,Handed to Botnia Cargo
38237,6275,2026-03-04 01:56:17,HUB_SCAN,Örebro terminal,Arrived at terminal
38238,6275,2026-03-05 07:23:00,OUT_FOR_DELIVERY,Östersund,
38239,6275,2026-03-05 09:37:17,DELIVERED,Östersund,Left at loading bay as instructed
38240,6276,2026-02-18 08:58:36,PICKED,Vantaa,132 units picked
38241,6276,2026-02-18 09:58:36,PACKED,Vantaa,1 pallet(s)
38242,6276,2026-02-18 10:12:34,DISPATCHED,Vantaa,Handed to Nordfrakt
38243,6276,2026-02-19 05:54:57,HUB_SCAN,Vantaa hub,Arrived at terminal
38244,6276,2026-02-19 07:50:00,OUT_FOR_DELIVERY,Espoo,
38245,6276,2026-02-19 10:47:17,DELIVERED,Espoo,Left at loading bay as instructed
38246,6277,2026-02-23 09:25:51,PICKED,Göteborg,34 units picked
38247,6277,2026-02-23 12:25:51,PACKED,Göteborg,6 parcel(s)
38248,6277,2026-02-24 14:38:59,DISPATCHED,Göteborg,Handed to Havnelast
38249,6277,2026-02-25 02:25:37,HUB_SCAN,Örebro terminal,Arrived at terminal
38250,6277,2026-02-25 07:36:00,OUT_FOR_DELIVERY,Stockholm,
38251,6277,2026-02-25 15:12:06,DELIVERED,Stockholm,Signed at goods entrance
38252,6278,2026-02-06 06:45:58,PICKED,Vantaa,42 units picked
38253,6278,2026-02-06 07:45:58,PACKED,Vantaa,2 pallet(s)
38254,6278,2026-02-06 13:39:43,DISPATCHED,Vantaa,Handed to Botnia Cargo
38255,6278,2026-02-09 04:57:00,HUB_SCAN,Vantaa hub,Arrived at terminal
38256,6278,2026-02-09 07:25:00,OUT_FOR_DELIVERY,Espoo,
38257,6278,2026-02-09 14:07:19,DELIVERED,Espoo,Signed by M. Salo
38258,6279,2026-02-05 08:41:58,PICKED,Göteborg,119 units picked
38259,6279,2026-02-05 12:41:58,PACKED,Göteborg,1 pallet(s)
38260,6279,2026-02-05 16:04:51,DISPATCHED,Göteborg,Handed to Baltic Freight Line
38261,6279,2026-02-06 02:08:01,HUB_SCAN,Hamburg hub,Arrived at terminal
38262,6279,2026-02-09 07:14:00,OUT_FOR_DELIVERY,Hamburg,
38263,6279,2026-02-09 10:52:17,DELIVERED,Hamburg,Signed at goods entrance
38264,6280,2026-02-25 06:10:18,PICKED,Göteborg,119 units picked
38265,6280,2026-02-25 08:10:18,PACKED,Göteborg,20 parcel(s)
38266,6280,2026-02-26 12:54:33,DISPATCHED,Göteborg,Handed to Nordfrakt
38267,6280,2026-02-27 04:54:05,HUB_SCAN,Örebro terminal,Arrived at terminal
38268,6280,2026-03-02 07:12:00,OUT_FOR_DELIVERY,Stockholm,
38269,6280,2026-03-02 12:32:08,DELIVERED,Stockholm,Left at loading bay as instructed
38270,6281,2026-02-06 10:52:23,PICKED,Göteborg,52 units picked
38271,6281,2026-02-06 13:52:23,PACKED,Göteborg,1 pallet(s)
38272,6281,2026-02-09 17:30:31,DISPATCHED,Göteborg,Handed to Nordfrakt
38273,6281,2026-02-10 04:35:37,HUB_SCAN,Örebro terminal,Arrived at terminal
38274,6281,2026-02-11 07:31:00,OUT_FOR_DELIVERY,Uppsala,
38275,6281,2026-02-11 13:59:36,DELIVERED,Uppsala,Signed by B. Gustafsson
38276,6282,2026-02-17 11:00:25,PICKED,Göteborg,46 units picked
38277,6282,2026-02-17 14:00:25,PACKED,Göteborg,8 parcel(s)
38278,6282,2026-02-17 14:50:46,DISPATCHED,Göteborg,Handed to Kalott Freight
38279,6282,2026-02-18 01:13:53,HUB_SCAN,"Alnabru terminal, Oslo",Arrived at terminal
38280,6282,2026-02-23 07:00:00,OUT_FOR_DELIVERY,Bodø,
38281,6282,2026-02-23 11:01:02,DELIVERED,Bodø,Signed by Ingrid Nilsen
38282,6283,2026-02-20 07:13:09,PICKED,Göteborg,81 units picked
38283,6283,2026-02-20 08:13:09,PACKED,Göteborg,1 pallet(s)
38284,6283,2026-02-23 11:32:13,DISPATCHED,Göteborg,Handed to Nordfrakt
38285,6283,2026-02-24 04:59:44,HUB_SCAN,Örebro terminal,Arrived at terminal
38286,6283,2026-02-26 07:01:00,OUT_FOR_DELIVERY,Sundsvall,
38287,6283,2026-02-26 12:14:02,DELIVERED,Sundsvall,Signed at goods entrance
38288,6284,2026-03-09 09:57:27,PICKED,Göteborg,2 units picked
38289,6284,2026-03-09 13:57:27,PACKED,Göteborg,1 parcel(s)
38290,6284,2026-03-10 09:05:41,DISPATCHED,Göteborg,Handed to Nordfrakt
38291,6284,2026-03-11 03:23:11,HUB_SCAN,Örebro terminal,Arrived at terminal
38292,6284,2026-03-13 07:36:00,OUT_FOR_DELIVERY,Sundsvall,
38293,6284,2026-03-13 12:25:25,DELIVERED,Sundsvall,Signed by Per Johansson
38294,6285,2026-02-11 09:31:45,PICKED,Vantaa,57 units picked
38295,6285,2026-02-11 13:31:45,PACKED,Vantaa,1 pallet(s)
38296,6285,2026-02-12 18:24:52,DISPATCHED,Vantaa,Handed to Botnia Cargo
38297,6285,2026-02-13 01:15:23,HUB_SCAN,Vantaa hub,Arrived at terminal
38298,6285,2026-02-16 07:18:00,OUT_FOR_DELIVERY,Jyväskylä,
38299,6285,2026-02-16 14:25:11,DELIVERED,Jyväskylä,Left at loading bay as instructed
38300,6286,2026-03-06 09:26:44,PICKED,Vantaa,3 units picked
38301,6286,2026-03-06 10:26:44,PACKED,Vantaa,1 parcel(s)
38302,6286,2026-03-09 18:52:56,DISPATCHED,Vantaa,Handed to Botnia Cargo
38303,6286,2026-03-10 04:57:10,HUB_SCAN,Vantaa hub,Arrived at terminal
38304,6286,2026-03-11 07:18:00,OUT_FOR_DELIVERY,Jyväskylä,
38305,6286,2026-03-11 11:58:15,DELIVERED,Jyväskylä,Signed by K. Koskinen
38306,6287,2026-03-03 07:11:30,PICKED,Göteborg,34 units picked
38307,6287,2026-03-03 11:11:30,PACKED,Göteborg,1 pallet(s)
38308,6287,2026-03-03 14:44:34,DISPATCHED,Göteborg,Handed to Kalott Freight
38309,6287,2026-03-04 04:30:32,HUB_SCAN,Örebro terminal,Arrived at terminal
38310,6287,2026-03-05 07:48:00,OUT_FOR_DELIVERY,Karlstad,
38311,6287,2026-03-05 11:28:34,DELIVERED,Karlstad,Signed at goods entrance
38312,6288,2026-03-03 11:57:39,PICKED,Göteborg,120 units picked
38313,6288,2026-03-03 12:57:39,PACKED,Göteborg,1 pallet(s)
38314,6288,2026-03-04 09:58:34,DISPATCHED,Göteborg,Handed to Botnia Cargo
38315,6288,2026-03-05 03:18:25,HUB_SCAN,Örebro terminal,Arrived at terminal
38316,6288,2026-03-05 07:52:00,OUT_FOR_DELIVERY,Falun,
38317,6288,2026-03-05 11:31:58,DELIVERED,Falun,Signed at goods entrance
38318,6289,2026-02-16 11:25:34,PICKED,Göteborg,76 units picked
38319,6289,2026-02-16 13:25:34,PACKED,Göteborg,1 pallet(s)
38320,6289,2026-02-16 14:46:40,DISPATCHED,Göteborg,Handed to Nordfrakt
38321,6289,2026-02-17 04:31:06,HUB_SCAN,Örebro terminal,Arrived at terminal
38322,6289,2026-02-18 07:17:00,OUT_FOR_DELIVERY,Östersund,
38323,6289,2026-02-18 13:07:58,DELIVERED,Östersund,Left at loading bay as instructed
38324,6290,2026-02-19 11:01:43,PICKED,Göteborg,30 units picked
38325,6290,2026-02-19 15:01:43,PACKED,Göteborg,5 parcel(s)
38326,6290,2026-02-20 17:46:55,DISPATCHED,Göteborg,Handed to Polarpost
38327,6290,2026-02-23 03:08:06,HUB_SCAN,"Alnabru terminal, Oslo",Arrived at terminal
38328,6290,2026-02-24 07:08:00,OUT_FOR_DELIVERY,Alta,
38329,6290,2026-02-24 10:18:02,DELIVERED,Alta,Signed at goods entrance
38330,6291,2026-02-23 06:47:18,PICKED,Vantaa,187 units picked
38331,6291,2026-02-23 09:47:18,PACKED,Vantaa,1 pallet(s)
38332,6291,2026-02-23 09:18:21,DISPATCHED,Vantaa,Handed to Nordfrakt
38333,6291,2026-02-24 05:24:35,HUB_SCAN,Vantaa hub,Arrived at terminal
38334,6291,2026-02-24 07:05:00,OUT_FOR_DELIVERY,Oulu,
38335,6291,2026-02-24 11:38:32,DELIVERED,Oulu,Left at loading bay as instructed
38336,6292,2026-02-03 07:19:10,PICKED,Göteborg,6 units picked
38337,6292,2026-02-03 08:19:10,PACKED,Göteborg,1 parcel(s)
38338,6292,2026-02-04 16:55:46,DISPATCHED,Göteborg,Handed to Kalott Freight
38339,6292,2026-02-05 02:33:46,HUB_SCAN,Örebro terminal,Arrived at terminal
38340,6292,2026-02-05 07:39:00,OUT_FOR_DELIVERY,Sundsvall,
38341,6292,2026-02-05 09:47:30,DELIVERED,Sundsvall,Signed by E. Olsson
38342,6293,2026-03-05 11:52:26,PICKED,Göteborg,48 units picked
38343,6293,2026-03-05 12:52:26,PACKED,Göteborg,1 pallet(s)
38344,6293,2026-03-06 10:06:51,DISPATCHED,Göteborg,Handed to Kalott Freight
38345,6293,2026-03-09 00:04:28,HUB_SCAN,Örebro terminal,Arrived at terminal
38346,6293,2026-03-09 07:41:00,OUT_FOR_DELIVERY,Sundsvall,
38347,6293,2026-03-09 12:18:26,DELIVERED,Sundsvall,Signed by E. Olsson
38348,6294,2026-02-25 09:13:50,PICKED,Göteborg,52 units picked
38349,6294,2026-02-25 10:13:50,PACKED,Göteborg,1 pallet(s)
38350,6294,2026-02-25 13:38:02,DISPATCHED,Göteborg,Handed to Nordfrakt
38351,6294,2026-02-26 03:17:29,HUB_SCAN,Taulov terminal,Arrived at terminal
38352,6294,2026-03-02 07:27:00,OUT_FOR_DELIVERY,Odense,
38353,6294,2026-03-02 14:17:35,DELIVERED,Odense,Signed by C. Thomsen
38354,6295,2026-02-05 08:29:47,PICKED,Göteborg,28 units picked
38355,6295,2026-02-05 12:29:47,PACKED,Göteborg,5 parcel(s)
38356,6295,2026-02-06 09:33:19,DISPATCHED,Göteborg,Handed to Polarpost
38357,6295,2026-02-09 02:00:45,HUB_SCAN,"Alnabru terminal, Oslo",Arrived at terminal
38358,6295,2026-02-10 07:32:00,OUT_FOR_DELIVERY,Bodø,
38359,6295,2026-02-10 15:07:31,DELIVERED,Bodø,Signed by Nora Larsen
38360,6296,2026-03-04 10:16:17,PICKED,Vantaa,2 units picked
38361,6296,2026-03-04 12:16:17,PACKED,Vantaa,1 parcel(s)
38362,6296,2026-03-05 18:17:04,DISPATCHED,Vantaa,Handed to Havnelast
38363,6296,2026-03-06 06:05:39,HUB_SCAN,Vantaa hub,Arrived at terminal
38364,6296,2026-03-09 07:09:00,OUT_FOR_DELIVERY,Joensuu,
38365,6296,2026-03-09 09:10:37,DELIVERED,Joensuu,Signed by Maija Laine
38366,6297,2026-02-17 08:37:27,PICKED,Göteborg,52 units picked
38367,6297,2026-02-17 09:37:27,PACKED,Göteborg,9 parcel(s)
38368,6297,2026-02-17 15:35:49,DISPATCHED,Göteborg,Handed to Botnia Cargo
38369,6297,2026-02-18 06:34:03,HUB_SCAN,Taulov terminal,Arrived at terminal
38370,6297,2026-02-20 07:34:00,OUT_FOR_DELIVERY,Odense,
38371,6297,2026-02-20 13:59:32,DELIVERED,Odense,Left at loading bay as instructed
38372,6298,2026-02-18 11:58:06,PICKED,Vantaa,122 units picked
38373,6298,2026-02-18 13:58:06,PACKED,Vantaa,1 pallet(s)
38374,6298,2026-02-19 10:45:53,DISPATCHED,Vantaa,Handed to Nordfrakt
38375,6298,2026-02-20 04:26:24,HUB_SCAN,Vantaa hub,Arrived at terminal
38376,6298,2026-02-23 08:50:46,DELAYED,Vantaa hub,Weather: road closed
38377,6298,2026-02-23 07:06:00,OUT_FOR_DELIVERY,Espoo,
38378,6298,2026-02-23 12:04:00,DELIVERED,Espoo,Signed at goods entrance
38379,6299,2026-02-06 10:49:19,PICKED,Vantaa,39 units picked
38380,6299,2026-02-06 11:49:19,PACKED,Vantaa,7 parcel(s)
38381,6299,2026-02-09 10:30:10,DISPATCHED,Vantaa,Handed to Baltic Freight Line
38382,6299,2026-02-10 03:02:30,HUB_SCAN,Vantaa hub,Arrived at terminal
38383,6299,2026-02-10 07:58:00,OUT_FOR_DELIVERY,Turku,
38384,6299,2026-02-10 14:40:36,DELIVERED,Turku,Signed at goods entrance
38385,6300,2026-02-13 08:49:38,PICKED,Göteborg,48 units picked
38386,6300,2026-02-13 12:49:38,PACKED,Göteborg,1 pallet(s)
38387,6300,2026-02-16 16:56:38,DISPATCHED,Göteborg,Handed to Nordfrakt
38388,6300,2026-02-17 06:06:20,HUB_SCAN,Taulov terminal,Arrived at terminal
38389,6300,2026-02-19 07:27:00,OUT_FOR_DELIVERY,Odense,
38390,6300,2026-02-19 12:17:34,DELIVERED,Odense,Left at loading bay as instructed
38391,6301,2026-02-27 11:21:17,PICKED,Göteborg,10 units picked
38392,6301,2026-02-27 15:21:17,PACKED,Göteborg,2 parcel(s)
38393,6301,2026-03-02 13:37:14,DISPATCHED,Göteborg,Handed to Nordfrakt
38394,6301,2026-03-03 03:19:53,HUB_SCAN,Taulov terminal,Arrived at terminal
38395,6301,2026-03-04 14:03:46,DELAYED,Taulov terminal,"Address query, awaiting receiver"
38396,6301,2026-03-09 07:22:00,OUT_FOR_DELIVERY,Odense,
38397,6301,2026-03-09 15:03:02,DELIVERED,Odense,Signed at goods entrance
38398,6302,2026-02-11 09:45:05,PICKED,Vantaa,5 units picked
38399,6302,2026-02-11 10:45:05,PACKED,Vantaa,1 parcel(s)
38400,6302,2026-02-11 09:32:07,DISPATCHED,Vantaa,Handed to Nordfrakt
38401,6302,2026-02-12 05:16:21,HUB_SCAN,Tallinn terminal,Arrived at terminal
38402,6302,2026-02-12 16:55:12,DELIVERY_ATTEMPTED,Tartu,"Receiver closed, new attempt next working day"
38403,6302,2026-02-13 07:56:00,OUT_FOR_DELIVERY,Tartu,
38404,6302,2026-02-13 11:59:56,DELIVERED,Tartu,Signed by T. Ilves
38405,6303,2026-02-23 11:57:26,PICKED,Oslo,8 units picked
38406,6303,2026-02-23 13:57:26,PACKED,Oslo,2 parcel(s)
38407,6303,2026-02-23 11:17:00,DISPATCHED,Oslo,Handed to Polarpost
38408,6303,2026-02-24 05:59:15,HUB_SCAN,"Alnabru terminal, Oslo",Arrived at terminal
38409,6303,2026-02-27 07:21:00,OUT_FOR_DELIVERY,Hamar,
38410,6303,2026-02-27 10:27:54,DELIVERED,Hamar,Signed at goods entrance
38411,6304,2026-02-11 11:04:38,PICKED,Göteborg,35 units picked
38412,6304,2026-02-11 13:04:38,PACKED,Göteborg,6 parcel(s)
38413,6304,2026-02-11 12:53:55,DISPATCHED,Göteborg,Handed to Kalott Freight
38414,6304,2026-02-12 01:27:54,HUB_SCAN,Hamburg hub,Arrived at terminal
38415,6304,2026-02-13 09:09:35,DELIVERY_ATTEMPTED,Flensburg,"Receiver closed, new attempt next working day"
38416,6304,2026-02-16 07:49:00,OUT_FOR_DELIVERY,Flensburg,
38417,6304,2026-02-16 09:01:14,DELIVERED,Flensburg,Left at loading bay as instructed
38418,6305,2026-02-25 08:01:52,PICKED,Göteborg,30 units picked
38419,6305,2026-02-25 09:01:52,PACKED,Göteborg,5 parcel(s)
38420,6305,2026-02-25 17:10:06,DISPATCHED,Göteborg,Handed to Polarpost
38421,6305,2026-02-26 04:27:50,HUB_SCAN,Taulov terminal,Arrived at terminal
38422,6305,2026-02-27 07:54:00,OUT_FOR_DELIVERY,Copenhagen,
38423,6305,2026-02-27 08:05:09,DELIVERED,Copenhagen,Signed by Jonas Rasmussen
38424,6306,2026-02-02 09:13:22,PICKED,Vantaa,38 units picked
38425,6306,2026-02-02 10:13:22,PACKED,Vantaa,7 parcel(s)
38426,6306,2026-02-03 15:57:20,DISPATCHED,Vantaa,Handed to Nordfrakt
38427,6306,2026-02-04 05:43:04,HUB_SCAN,Vantaa hub,Arrived at terminal
38428,6306,2026-02-04 07:05:00,OUT_FOR_DELIVERY,Turku,
38429,6306,2026-02-04 09:20:12,DELIVERED,Turku,Left at loading bay as instructed
38430,6307,2026-02-11 09:39:20,PICKED,Göteborg,32 units picked
38431,6307,2026-02-11 11:39:20,PACKED,Göteborg,6 parcel(s)
38432,6307,2026-02-12 10:44:18,DISPATCHED,Göteborg,Handed to Kalott Freight
38433,6307,2026-02-13 02:40:32,HUB_SCAN,Örebro terminal,Arrived at terminal
38434,6307,2026-02-13 07:46:00,OUT_FOR_DELIVERY,Sundsvall,
38435,6307,2026-02-13 08:23:19,DELIVERED,Sundsvall,Signed at goods entrance
38436,6308,2026-02-09 07:06:39,PICKED,Göteborg,50 units picked
38437,6308,2026-02-09 10:06:39,PACKED,Göteborg,9 parcel(s)
38438,6308,2026-02-10 18:01:58,DISPATCHED,Göteborg,Handed to Baltic Freight Line
